Date,Time,NR Cell Group,Integrity,Downlink Traffic Volume(GB)_5G-NR,Uplink Traffic Volume(GB)_5G-NR,User Downlink Average Throughput(Mbps)_5G-NR,User Uplink Average Throughput(Mbps)_5G-NR,Cell Downlink Average Throughput(Mbps)_5G-NR,Cell Uplink Average Throughput(Mbps)_5G-NR,Average Number of Users_5G-NR,Downlink PRB usage_5G-NR,Uplink PRB usage_5G-NR,CCE usage_5G-NR,Unavailable duration_5G-NR,RACH SR_Contention(%).,RACH SR_non-Contention(%).,Avg CQI (Single Codeword)-NR,Avg CQI 256QAM 5G-NR,Avg CQI 64QAM 5G-NR,SgNB Addition Success Rate_5G-NR,Inter-SgNB PSCell Change Success Rate_5G-NR,Intra-SgNB PSCell Change Success Rate_5G-NR,SgNB-Triggered Abnormal SgNB Release Rate_5G-NR,NR DCR -Include MeNB Triggered,Average PDSCH Scheduling MCS_5G-NR,Average PUSCH Schedulign MCS_5G-NR,N.UL.NI.Avg(dBm)_5G-NR,Average PDSCH RANK 256QAM_5G-NR,Average PDSCH RANK 64QAM_5G-NR,PDSCH IBLER_5G-NR,PDSCH RBler_5G-NR,PUSCH Rbler_5G-NR,Cell Availability
2023-11-16,09:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,48.9737,1.4125,122.9164,3.4132,84.9863,11.6071,138.9362,9.6641,17.6168,7.2146,0,73.3175,64.166,10.8409,10.9024,9.2978,99.9257,99.828,99.8635,0.0145,0.7457,12.6576,22.0956,-109.5,2.07,1.5616,5.0557,0.3154,0.4208,100
2023-11-16,09:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,24.4273,0.6141,217.7789,20.9486,103.4842,16.8569,48.2365,11.1396,13.682,5.0064,0,95.3445,96.6489,11.5569,11.5803,10.0682,100,,100,0,0.1935,11.0857,23.9565,-111.6667,2.1269,2.1649,2.9545,0.0391,0.1215,100
2023-11-16,09:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,48.1748,1.0234,52.3939,1.5989,85.5809,12.0342,133.6026,19.5124,14.0238,11.9751,0,79.7551,51.1215,10.2986,10.514,9.55,99.9058,100,99.8484,0,0.8435,11.9036,21.2424,-110.3333,1.8696,1.4905,7.2845,0.4312,2.1822,100
2023-11-16,10:00,Southern Remote,1,32.9919,0.6665,98.8833,1.6486,89.6368,12.8159,86.4728,10.4628,12.7145,5.6106,0,80.2099,66.4118,11.4751,11.5193,10.8483,99.9816,,100,0.0092,0.2574,11.3775,22.3809,-108.6667,2.0713,2.535,4.7948,0.3873,1.62,100
2023-11-16,10:00,Southern Region,1,2260.3754,91.7373,134.121,6.743,97.4153,16.1566,5014.3679,6.3631,9.3896,4.0051,248825,78.1223,92.1636,10.6975,10.7187,10.2686,99.9304,99.4883,99.8179,0.0073,0.5763,11.0178,22.5757,-111.2005,2.1855,2.0961,4.5534,0.1593,0.4997,86.1209
2023-11-16,10:00,Southern City,1,1074.1657,41.0789,110.2061,5.1427,91.9285,15.165,2705.0306,9.3349,12.31,5.9759,0,75.341,91.5171,10.6448,10.6711,10.1995,99.9289,99.5346,99.8307,0.0082,0.5895,11.5904,22.2485,-109.45,2.1458,1.9201,5.8062,0.2367,0.7933,100
2023-11-16,10:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,262.9677,8.6141,83.3891,4.426,79.734,12.987,724.1373,15.8633,18.1083,10.0746,0,68.576,90.1216,11.6902,11.7292,11.1966,99.9541,99.4487,99.854,0.0138,0.6275,11.9261,21.5158,-106.5385,2.1731,2.1797,6.0254,0.34,1.3821,100
2023-11-16,10:00,Aseer Province,1,876.9526,34.8533,130.8984,5.1828,98.6381,16.0093,2077.621,8.2583,11.4985,5.2875,0,78.9524,95.4757,10.6139,10.633,10.189,99.9234,99.5359,99.8377,0.0064,0.5286,11.6141,22.5382,-110.2857,2.1378,2.0228,5.5863,0.1848,0.601,100
2023-11-16,10:00,Jazan Province,1,307.3786,10.1787,76.8279,4.3138,79.4684,13.0669,859.7782,16.5414,17.6439,10.3301,0,69.3869,84.1969,11.2959,11.4041,10.4333,99.9483,99.4388,99.8496,0.0133,0.6452,11.7889,21.4618,-107,2.1371,1.9152,6.2852,0.3394,1.4685,100
2023-11-16,10:00,Najran Province,1,52.4436,1.745,108.9848,4.5896,79.1097,12.2521,140.9478,10.7123,18.0359,7.8042,0,68.7344,64.248,10.7754,10.8249,9.5608,99.924,99.8394,99.8546,0,0.6573,12.2666,22.2918,-109.25,2.0664,1.3699,5.1161,0.2903,0.3675,100
2023-11-16,10:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,158.8652,5.649,145.9205,3.2355,90.3098,14.9921,520.7894,4.8179,8.1588,3.5624,0,85.4634,96.6562,10.0425,10.037,10.1315,99.9021,99.6167,99.8413,0.0085,0.8608,10.1171,22.1611,-110.4706,2.2233,1.8396,5.9026,0.2215,0.9747,100
2023-11-16,10:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,681.6777,28.2045,127.2644,5.7872,101.4912,16.4765,1471.8307,10.8939,14.041,6.6944,0,75.6414,94.9617,10.7255,10.7479,10.1932,99.9313,99.4666,99.8379,0.0058,0.3872,12.0872,22.6161,-110.0778,2.1158,2.0717,5.6445,0.1843,0.4977,100
2023-11-16,10:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,8.709,0.3578,163.2052,4.0622,73.5316,13.1666,33.127,6.4522,12.4357,4.8312,0,74.5607,92.9185,10.627,10.641,10.3671,100,,99.7583,0,0.4701,8.9153,22.4467,-111.3333,2.1495,1.9061,5.1913,0.1199,0.3629,100
2023-11-16,10:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,52.4436,1.745,108.9848,4.5896,79.1097,12.2521,140.9478,10.7123,18.0359,7.8042,0,68.7344,64.248,10.7754,10.8249,9.5608,99.924,99.8394,99.8546,0,0.6573,12.2666,22.2918,-109.25,2.0664,1.3699,5.1161,0.2903,0.3675,100
2023-11-16,10:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,27.7006,0.642,188.7732,12.9191,95.8947,17.2373,51.874,13.2189,14.1015,5.4071,0,93.9203,97.2077,11.2763,11.2952,10.5224,100,,100,0,0.2202,10.321,23.9203,-112.3333,2.1155,2.8982,2.7547,0.0197,0.1069,100
2023-11-16,10:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,44.4109,1.5647,50.3283,3.8797,77.9608,13.586,135.6409,19.6598,15.5084,11.4704,0,73.3486,58.4959,10.2521,10.3915,9.7328,99.9178,95.4545,99.8209,0.011,0.7295,11.0459,21.1282,-110,1.9261,1.5674,7.7209,0.336,2.0363,100
2023-11-16,11:00,Southern Remote,1,32.3266,0.9646,140.2932,2.7562,88.75,13.0313,82.5056,9.8593,12.5158,5.3625,0,84.1586,82.5998,11.3857,11.439,10.8739,99.9803,,99.7504,0.0098,0.2753,11.0999,22.6837,-109,2.0178,2.2473,4.3397,0.1855,1.0909,100
2023-11-16,11:00,Southern Region,1,2591.6057,100.7236,137.3531,6.5144,105.8421,16.4821,5079.5124,6.867,9.6518,4.1279,249915,76.6757,92.5211,10.6681,10.69,10.2426,99.9223,93.9304,99.7805,0.0076,0.5732,11.3095,22.5362,-111.0486,2.1722,2.0137,4.6835,0.1587,0.4855,86.0986
2023-11-16,11:00,Southern City,1,1146.9239,44.3644,101.7148,5.294,93.973,15.4366,2711.0641,9.7941,12.5411,6.1808,135,74.2843,91.18,10.5625,10.5901,10.1125,99.9158,92.8944,99.7654,0.0102,0.5853,11.7741,22.1661,-109.2732,2.1439,1.8447,5.9431,0.2515,0.7874,99.8566
2023-11-16,11:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,287.9936,7.264,77.3687,2.944,82.7464,12.4078,728.0636,17.4254,17.7675,10.5826,0,64.9412,93.1582,11.6987,11.7388,11.2698,99.9302,99.6434,99.7546,0.0141,0.6627,12.4559,21.4317,-106.6923,2.1046,1.9991,6.2269,0.3353,1.2706,100
2023-11-16,11:00,Aseer Province,1,953.4072,40.737,126.3788,5.3065,103.1135,16.733,2084.9924,8.5936,11.8748,5.4132,135,78.3755,94.7497,10.5134,10.5369,10.0081,99.9182,91.7134,99.772,0.009,0.5004,11.7088,22.4755,-110.04,2.1563,1.9462,5.7508,0.1841,0.6204,99.825
2023-11-16,11:00,Jazan Province,1,327.2346,7.9798,72.3713,2.679,80.346,12.1724,858.2522,17.8244,17.1213,10.9765,0,66.2925,86.8058,11.2669,11.3793,10.473,99.922,99.6443,99.7505,0.0127,0.6645,12.3145,21.3602,-107.1111,2.0587,1.8079,6.3942,0.3575,1.3586,100
2023-11-16,11:00,Najran Province,1,58.2482,1.8638,118.0497,5.1679,83.4627,12.5051,143.1627,11.1976,18.2659,8.1661,0,71.9695,66.6513,10.8551,10.9081,9.7815,99.9419,99.763,99.9037,0,0.7847,12.2158,22.3683,-109.1667,2.1122,1.7482,5.102,0.3017,0.33,100
2023-11-16,11:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,176.5029,9.3084,129.6971,5.9193,89.6373,15.9826,538.0956,5.0069,8.7938,3.3896,120,84.9272,96.574,9.939,9.9395,9.9299,99.8676,98.4949,99.6702,0.0128,0.6719,10.0765,22.0438,-109.963,2.2398,1.832,5.6726,0.1948,0.934,99.8457
2023-11-16,11:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,743.8572,30.2563,125.238,5.0113,108.557,17.1185,1465.0224,11.5068,14.3167,7.1286,15,74.9655,93.7716,10.6209,10.6485,10.014,99.9439,86.7155,99.8095,0.0069,0.4141,12.2923,22.5591,-109.9556,2.1325,1.9798,5.9163,0.1891,0.5338,99.8009
2023-11-16,11:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,9.217,0.321,115.7283,4.9936,71.9458,12.9476,31.3275,7.3904,12.7502,5.2925,0,75.1505,95.0883,10.1726,10.1622,10.3012,99.9475,,100,0.0262,0.5247,8.2256,22.7099,-112,2.2452,2.0977,6.0188,0.1388,0.4494,100
2023-11-16,11:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,58.2482,1.8638,118.0497,5.1679,83.4627,12.5051,143.1627,11.1976,18.2659,8.1661,0,71.9695,66.6513,10.8551,10.9081,9.7815,99.9419,99.763,99.9037,0,0.7847,12.2158,22.3683,-109.1667,2.1122,1.7482,5.102,0.3017,0.33,100
2023-11-16,11:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,23.83,0.8512,196.2517,18.5808,84.71,18.5138,50.547,11.7205,14.4631,5.261,0,96.0951,97.6166,11.4458,11.4543,10.7444,99.9754,,100,0,0.5904,9.8779,24.0934,-112,2.1309,2.7449,2.4116,0.0209,0.0865,100
2023-11-16,11:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,39.241,0.7158,46.594,1.5026,66.4757,10.6692,130.1885,19.6596,14.1497,12.7345,0,72.384,58.2744,10.0821,10.2086,9.6556,99.876,100,99.724,0.0059,0.6737,11.5201,20.9142,-109.8333,1.7474,1.5152,7.3548,0.4851,1.9448,100
2023-11-16,12:00,Southern Remote,1,29.3428,1.2179,134.9675,4.9454,82.5146,13.3866,89.4669,8.8545,12.9562,5.9588,0,74.8315,47.9406,11.3517,11.4158,10.299,99.9817,,99.9068,0.0092,0.5868,11.2901,22.2685,-109,1.9896,1.9282,4.0332,0.4613,2.0162,100
2023-11-16,12:00,Southern Region,1,3006.6149,104.8112,133.7662,6.1567,111.3179,16.4007,5018.4321,7.7265,9.6495,4.3611,252490,75.2997,91.3964,10.6213,10.6429,10.2088,99.9201,97.6188,99.7591,0.0165,0.7265,11.9976,22.4321,-110.8368,2.1547,1.9875,4.4929,0.1396,0.5094,85.9164
2023-11-16,12:00,Southern City,1,1251.5682,44.6912,94.2792,4.4417,94.5701,15.1677,2712.2699,10.5951,12.4565,6.6422,420,72.4182,92.3684,10.507,10.5342,10.0744,99.9091,97.3336,99.7559,0.0133,0.7811,12.1283,22.0069,-109.1639,2.1349,1.8639,5.8853,0.226,0.8126,99.9362
2023-11-16,12:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,312.939,8.8483,80.2208,3.8501,87.0388,12.6635,711.6354,17.8496,18.2172,10.8329,0,63.2961,83.7676,11.6534,11.6955,11.1777,99.9378,99.6855,99.7244,0.0114,0.7493,12.7533,21.2723,-106.6154,2.1718,1.8783,6.2357,0.3392,1.3692,100
2023-11-16,12:00,Aseer Province,1,983.8324,39.3181,113.238,4.8385,100.9895,16.4456,2030.0271,9.0124,11.6132,5.7041,420,76.4562,95.3167,10.4915,10.5128,10.0151,99.9043,96.8006,99.7867,0.0166,0.7625,12.1433,22.3614,-109.8639,2.1404,2.047,5.4658,0.1635,0.6522,99.9206
2023-11-16,12:00,Jazan Province,1,364.1889,9.8562,71.0879,3.4067,83.9324,12.4793,843.4895,19.4075,17.5186,11.8653,0,65.6655,78.9965,11.1953,11.3429,10.2558,99.9355,99.686,99.7386,0.0095,0.7214,12.4835,21.2063,-107.0667,2.1248,1.7089,6.5834,0.3638,1.4862,100
2023-11-16,12:00,Najran Province,1,58.7095,2.1351,117.804,4.3185,79.7598,12.7795,151.5001,11.3383,18.3209,8.1336,0,73.1243,86.424,10.6164,10.655,9.8066,99.912,99.6433,99.7626,0.0153,1.0474,12.1444,22.2419,-108.9167,2.0669,1.7067,4.8803,0.2239,0.3083,100
2023-11-16,12:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,169.6228,8.9375,149.1154,4.7715,86.7994,15.8949,526.5405,4.9392,8.5314,3.4857,0,83.3251,96.7829,9.9009,9.9038,9.8527,99.8711,99.3266,99.7564,0.0104,1.0664,9.9006,21.6959,-110.1111,2.2243,2.1378,5.9561,0.1767,0.996,100
2023-11-16,12:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,758.3862,29.2959,104.858,4.7881,103.6881,16.7037,1427.3055,12.2688,14.1519,7.6612,420,72.973,94.4373,10.603,10.6256,10.0677,99.9189,94.8821,99.7958,0.0206,0.6283,12.6977,22.5381,-109.5977,2.115,2.0123,5.4968,0.168,0.551,99.8659
2023-11-16,12:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,6.2375,0.2509,144.7827,3.631,69.7355,13.7193,26.7545,5.0018,11.5943,3.8084,0,74.3768,96.1118,10.3145,10.3796,9.3599,99.9704,,99.877,0,0.504,8.1468,22.7707,-111.6667,2.4088,1.9425,4.5141,0.1037,0.3468,100
2023-11-16,12:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,58.7095,2.1351,117.804,4.3185,79.7598,12.7795,151.5001,11.3383,18.3209,8.1336,0,73.1243,86.424,10.6164,10.655,9.8066,99.912,99.6433,99.7626,0.0153,1.0474,12.1444,22.2419,-108.9167,2.0669,1.7067,4.8803,0.2239,0.3083,100
2023-11-16,12:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,49.5858,0.8339,216.6433,22.2753,130.4047,18.1076,49.4266,18.8901,13.8774,6.2895,0,91.5078,98.1966,11.3779,11.3874,10.8636,100,,100,0,0.4253,12.6715,23.9117,-111.3333,2.1559,2.2532,2.877,0.033,0.2099,100
2023-11-16,12:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,51.25,1.008,40.4153,1.4904,69.1155,11.3422,131.854,26.572,14.3055,16.473,0,79.8543,56.9362,10.0315,10.2087,9.5604,99.9228,100,99.8245,0,0.5859,11.2561,20.8282,-110,1.8473,1.5447,8.2247,0.4797,2.2051,100
2023-11-16,13:00,Southern Remote,1,44.4318,1.646,99.864,5.8122,91.6345,13.9653,90.1622,13.9766,14.3273,7.5898,0,78.2764,22.8909,11.095,11.091,11.1314,100,,100,0.0266,0.2487,11.8837,22.1211,-108.8333,2.0333,1.9948,4.9463,0.4855,2.0199,100
2023-11-16,13:00,Southern Region,1,3240.0346,115.981,131.6355,6.2012,112.6441,16.7078,5217.449,8.215,9.8551,4.6133,260500,70.1003,86.4301,10.5766,10.5905,10.3139,99.9062,98.1367,99.7663,0.0066,0.6499,11.9169,22.41,-110.6852,2.1702,2.0218,4.7348,0.1529,0.5357,85.1491
2023-11-16,13:00,Southern City,1,1387.2983,53.8305,88.0723,4.9281,94.5464,15.848,2794.7167,11.5339,13.0331,7.1284,0,66.3353,91.4809,10.4864,10.5074,10.156,99.8966,99.2786,99.7213,0.0081,0.6721,12.2175,21.9976,-109.0492,2.1249,1.9159,5.8976,0.2338,0.8562,100
2023-11-16,13:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,330.1329,8.8602,78.4376,3.5394,87.0393,12.5681,705.1196,19.0381,18.3082,11.083,0,63.064,65.2243,11.5786,11.6006,11.3658,99.9544,99.6039,99.8439,0.0116,0.8019,12.5093,21.2526,-106.359,2.1829,2.0341,6.2175,0.3581,1.4849,100
2023-11-16,13:00,Aseer Province,1,1110.8064,48.3793,104.5489,5.1477,101.1023,17.3511,2148.0908,10.0498,12.3309,6.3297,345,68.3016,95.3856,10.4497,10.4593,10.2467,99.8836,98.1986,99.7007,0.0063,0.577,12.2508,22.3406,-109.7933,2.1318,2.0355,5.5372,0.1726,0.6528,98.4167
2023-11-16,13:00,Jazan Province,1,385.9448,10.3316,70.8313,3.515,84.5164,12.5436,846.687,20.7095,17.7298,12.0686,0,64.369,63.8023,11.1574,11.2841,10.3713,99.9398,99.6049,99.8339,0.0132,0.771,12.2601,21.2017,-106.8,2.1304,1.8286,6.6502,0.3759,1.6505,100
2023-11-16,13:00,Najran Province,1,82.2741,2.2828,97.0378,4.1075,92.3823,12.5037,150.8742,14.3133,18.5991,9.7009,0,68.0882,76.0853,10.6357,10.705,9.2246,99.9458,99.8198,99.9536,0,0.7943,13.6097,21.8484,-108.75,2.0787,1.6516,5.1556,0.3066,0.4165,100
2023-11-16,13:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,187.4344,11.4327,138.273,5.9102,86.8491,16.8867,518.6369,5.3502,8.884,3.7174,0,85.0634,97.0968,10.009,10.0226,9.8127,99.7961,99.276,99.569,0.0123,0.5818,10.2343,21.789,-110.0185,2.2123,1.9568,5.915,0.1515,0.9866,100
2023-11-16,13:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,879.3711,35.0871,98.9679,4.8324,105.2314,17.4938,1546.3503,13.8656,15.0644,8.5928,345,61.6766,94.4195,10.5197,10.5248,10.3996,99.9248,97.4775,99.7566,0.0038,0.5762,12.8204,22.4818,-109.5556,2.1095,2.0599,5.5756,0.1842,0.561,97.3611
2023-11-16,13:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,6.3089,0.3922,114.4305,4.4692,67.1333,15.0383,32.0386,5.5145,12.8589,4.5442,0,71.3924,96.4235,10.6573,10.7352,9.6478,100,,99.7994,0,0.3464,8.3077,22.3875,-111,2.3469,2.0394,5.2182,0.1606,0.3723,100
2023-11-16,13:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,82.2741,2.2828,97.0378,4.1075,92.3823,12.5037,150.8742,14.3133,18.5991,9.7009,0,68.0882,76.0853,10.6357,10.705,9.2246,99.9458,99.8198,99.9536,0,0.7943,13.6097,21.8484,-108.75,2.0787,1.6516,5.1556,0.3066,0.4165,100
2023-11-16,13:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,37.6921,1.4673,179.2599,27.942,102.2522,20.9528,51.065,17.1422,15.6296,6.336,0,93.3628,97.8092,11.1355,11.1282,11.4715,100,,100,0,0.7731,10.826,23.8383,-111.6667,2.1471,2.4311,2.868,0.03,0.1175,100
2023-11-16,13:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,55.812,1.4714,44.2567,3.4209,72.2799,12.3952,141.5674,28.3962,15.0699,16.467,0,70.3699,56.2919,10.1462,10.37,9.4616,99.8689,100,99.7738,0.0202,0.6367,11.1017,20.9164,-109.6667,1.8276,1.6048,8.7484,0.462,2.6612,100
2023-11-16,14:00,Southern Remote,1,32.6267,2.8474,77.409,7.1328,76.1638,16.371,90.7697,11.6669,18.8769,8.324,0,86.2277,21.421,11.1998,11.2521,10.7594,99.9819,,100,0.009,1.8443,10.9675,21.8953,-108.8333,2.0528,1.9702,4.4857,0.4147,1.9095,100
2023-11-16,14:00,Southern Region,1,3154.6696,116.3459,124.486,6.2089,109.3648,16.5157,5252.2274,8.122,10.0656,4.6951,259605,75.0851,87.0623,10.5647,10.5803,10.2708,99.907,99.3679,99.7858,0.0136,0.7183,11.8827,22.3917,-110.6946,2.1499,2.0488,4.8159,0.1601,0.5509,85.6063
2023-11-16,14:00,Southern City,1,1459.9767,54.6788,91.3269,5.0857,97.9251,15.75,2819.9013,11.8355,13.3001,7.2446,0,70.5588,91.8381,10.4506,10.4704,10.1404,99.9001,99.4452,99.7543,0.0166,0.6727,12.2649,21.9937,-109.1585,2.1113,1.961,5.9111,0.2305,0.8656,100
2023-11-16,14:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,335.6954,9.9886,71.0738,4.1955,87.3572,12.9502,697.6983,19.0958,19.3555,11.5611,0,65.3811,65.2798,11.6082,11.6492,11.2228,99.9459,99.616,99.8955,0.0294,1.0761,12.7066,21.2238,-106.5385,2.1708,2.0406,6.0884,0.3599,1.4982,100
2023-11-16,14:00,Aseer Province,1,1186.5667,48.3889,107.4496,5.1487,103.212,16.8227,2183.8967,10.4433,12.528,6.5319,0,73.9329,95.7094,10.3921,10.3997,10.2304,99.893,99.4235,99.7898,0.0085,0.528,12.3614,22.327,-109.7733,2.0934,2.1604,5.7641,0.1851,0.6642,100
2023-11-16,14:00,Jazan Province,1,399.5217,11.0372,63.8382,3.4353,86.1088,12.6442,849.3672,20.8227,18.5683,12.5024,0,65.619,64.0783,11.1655,11.2966,10.3589,99.9366,99.4642,99.764,0.0296,0.9959,12.381,21.1698,-106.9556,2.1338,1.7783,6.4903,0.3589,1.7329,100
2023-11-16,14:00,Najran Province,1,83.7141,3.6363,119.307,6.5101,87.2239,14.0407,162.0407,14.6201,21.2897,9.6855,0,74.207,76.5756,10.6971,10.7806,9.0092,99.9011,99.8892,99.9145,0.0139,0.8911,13.007,21.594,-108.8333,2.0806,1.7928,4.557,0.3517,0.3249,100
2023-11-16,14:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,193.2241,10.6717,128.6929,6.5996,90.3335,16.1762,510.6338,5.4464,8.8379,3.8837,0,85.827,97.2704,9.9324,9.937,9.8646,99.8204,99.4265,99.8043,0.0144,0.5951,10.1492,21.9248,-110.0741,2.17,2.0859,5.7827,0.1647,0.9525,100
2023-11-16,14:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,941.9452,33.7715,102.3247,4.1852,106.0983,16.6628,1595.2171,14.5038,15.276,8.8657,0,69.0132,95.0754,10.4588,10.4629,10.3621,99.9246,99.4214,99.7786,0.0063,0.5064,12.9443,22.4084,-109.4556,2.0701,2.1797,5.8679,0.197,0.5907,100
2023-11-16,14:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,6.3264,0.5167,102.765,15.6056,74.3567,16.5898,25.8972,5.3105,12.7536,3.4605,0,79.3876,91.3695,10.8212,10.8586,10.1836,100,,99.8294,0,0.2603,8.4754,22.8701,-111.6667,2.5026,2.4372,5.2339,0.0768,0.2734,100
2023-11-16,14:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,83.7141,3.6363,119.307,6.5101,87.2239,14.0407,162.0407,14.6201,21.2897,9.6855,0,74.207,76.5756,10.6971,10.7806,9.0092,99.9011,99.8892,99.9145,0.0139,0.8911,13.007,21.594,-108.8333,2.0806,1.7928,4.557,0.3517,0.3249,100
2023-11-16,14:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,45.0709,3.4289,234.2467,21.7388,118.4455,28.9981,52.1487,18.1958,21.7382,6.6389,0,93.0029,97.1181,11.1701,11.1837,10.6462,100,,100,0,0.4412,10.9709,23.6435,-112,2.1385,2.1629,3.3716,0.0342,0.1409,100
2023-11-16,14:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,63.8263,1.0487,40.3419,1.0657,80.2038,10.8194,151.6689,28.7642,14.9481,16.7034,0,66.5152,57.9656,10.2055,10.3946,9.5862,99.8942,54.8387,99.069,0.0303,0.6662,10.903,20.8732,-109.6667,1.956,1.4444,8.3934,0.3542,3.1639,100
2023-11-16,15:00,Southern Remote,1,60.0421,1.2794,137.0591,2.9176,115.9376,13.02,94.8222,16.4337,13.8051,7.9394,0,84.502,29.032,11.2814,11.3765,10.5882,99.991,,99.9207,0.018,0.7288,11.8863,22.1664,-108.5,2.0448,2.189,6.3914,0.5029,2.7041,100
2023-11-16,15:00,Southern Region,1,3041.8057,119.9436,134.6513,6.6826,109.8597,16.9264,5173.0574,7.7562,10.0138,4.4795,259980,78.2665,88.5196,10.6058,10.619,10.3475,99.9173,93.3668,99.7786,0.0147,0.6149,11.794,22.4248,-110.9352,2.1431,2.0722,4.6129,0.1499,0.5274,84.943
2023-11-16,15:00,Southern City,1,1358.1381,57.5842,92.5994,5.5619,95.9349,16.156,2787.5933,11.2386,13.4572,7.0169,330,75.1842,91.0723,10.5367,10.554,10.2626,99.9066,91.5314,99.7975,0.0192,0.5767,12.1077,22.0671,-109.2896,2.1154,1.9649,5.7485,0.2232,0.8175,99.2099
2023-11-16,15:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,345.9649,9.6307,76.7538,3.5267,88.7948,13.1448,707.5223,19.7905,18.4855,11.665,0,67.9323,73.0164,11.6717,11.7268,11.1561,99.9322,99.6103,99.8289,0.0429,0.7532,12.6215,21.5121,-106.4103,2.1527,2.0622,6.3697,0.3696,1.4963,100
2023-11-16,15:00,Aseer Province,1,1107.7343,53.0707,122.746,6.4671,103.6239,17.6098,2116.3283,9.622,12.8016,6.0647,330,81.1105,95.5303,10.4813,10.4905,10.2724,99.9085,89.928,99.815,0.0102,0.5066,12.2372,22.3975,-110.06,2.1165,2.2114,5.3055,0.1533,0.5799,99.0361
2023-11-16,15:00,Jazan Province,1,404.6602,10.6774,67.6134,2.638,85.6279,12.8304,869.7415,21.768,17.8376,12.8382,0,67.1011,69.454,11.2455,11.3724,10.481,99.9273,99.6108,99.8017,0.0394,0.7022,12.2621,21.4163,-106.9111,2.1045,1.8251,6.8945,0.3808,1.7647,100
2023-11-16,15:00,Najran Province,1,74.7635,2.3845,105.8586,4.5813,86.6953,12.7804,172.8914,13.7656,19.9554,9.2015,0,73.6189,77.3936,10.6956,10.7716,9.488,99.8788,99.9458,99.8948,0,0.5751,12.69,21.6399,-108.5,2.0795,1.7541,4.9757,0.2716,0.4657,100
2023-11-16,15:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,164.4698,8.178,139.9974,4.9515,82.2321,15.5802,491.5878,4.9242,8.554,3.5297,0,86.1267,97.0144,10.082,10.0753,10.1869,99.8704,99.3454,99.8099,0.0095,0.5269,9.8507,22.0407,-110.2407,2.1685,2.2557,5.5787,0.1463,0.8545,100
2023-11-16,15:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,900.807,41.9818,119.6585,6.3268,109.2399,18.2298,1550.2224,13.4916,16.1505,8.2963,330,78.8254,94.8489,10.5178,10.5275,10.2806,99.9244,84.6627,99.8095,0.0111,0.5099,12.818,22.4442,-109.8333,2.1001,2.1893,5.3797,0.1605,0.5067,98.3935
2023-11-16,15:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,6.3101,1.2293,118.9415,23.4405,73.0159,20.9507,27.0117,5.1574,14.2854,3.6177,0,74.538,95.4802,11.1381,11.1801,9.9432,99.9683,,100,0,0.4432,9.124,23.0485,-111.3333,2.3149,2.1154,4.3694,0.0847,0.2898,100
