Date,Time,NB-IoT Cell Group,Integrity,L.NB.Traffic.User.Avg,L.NB.Traffic.User.Max,RRC Setup Success Rate (NB-IoT),Downlink UE throughput (NB-IoT),Uplink UE throughput (NB-IoT),Service Drop Rate (NB-IoT),Downlink Packet Loss Rate (NB-IoT),Uplink Residual Block Error Rate (NB-IoT),Downlink SRB Packet Loss Rate (NB-IoT),NB-IoT RACH Success Rate(%),NB-IoT RACH Success Rate(%) Cov-Lvl 0,NB-IoT RACH Success Rate(%) Cov-Lvl 1
2023-11-16,08:00,Aseer Province,1,5179.9224,19997,99.0678,4.6636,2.103,0.0063,0,4.754,0,13.7002,37.0491,1.6246
2023-11-16,08:00,Jazan Province,1,4431.9121,13113,99.4735,4.3522,2.2676,0.0131,0,2.6719,0,25.162,44.0069,4.2779
2023-11-16,08:00,Najran Province,1,1464.7037,4882,99.8337,5.9772,2.9797,0.0033,0,0.5569,0,73.1525,79.4407,26.3916
2023-11-16,09:00,Southern Region,1,34368.5703,102331,95.5737,0.4573,0.4953,0.0808,0.0001,3.9158,0.0001,29.453,53.2628,7.3291
2023-11-16,09:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,3446.2533,11896,97.8531,0.8244,0.7757,0.0365,0,5.7355,0,14.6187,40.2765,2.7099
2023-11-16,09:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,6469.3709,17166,94.0353,0.3568,0.3949,0.1332,0.0001,3.4003,0.0001,36.6466,52.7055,12.9908
2023-11-16,09:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,3450.466,11210,96.2619,0.4275,0.465,0.0518,0.0001,6.7299,0.0001,15.3459,40.5785,3.453
2023-11-16,09:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,5554.8475,16565,94.6361,0.4342,0.47,0.0829,0.0001,2.5872,0.0001,47.8123,61.69,18.3905
2023-11-16,09:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,5072.0608,16080,95.8505,0.4965,0.5411,0.0661,0.0001,2.816,0.0001,40.8954,63.4506,11.3433
2023-11-16,09:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,4378.3255,13033,97.2954,0.7406,0.6963,0.0422,0.0001,3.1979,0.0001,28.967,49.8622,7.2815
2023-11-16,09:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,3394.137,9506,95.6215,0.428,0.5131,0.108,0.0002,2.5865,0.0002,41.3823,64.109,9.6297
2023-11-16,09:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1554.31,3818,88.7305,0.1496,0.1871,0.1911,0.0004,3.4208,0.0004,51.0377,64.3607,22.5064
2023-11-16,09:00,Aseer Province,1,17521.8159,55756,95.9981,0.5031,0.535,0.062,0.0001,4.4175,0.0001,25.5099,52.0233,5.7264
2023-11-16,09:00,Jazan Province,1,10839.6261,30150,95.4768,0.4657,0.4896,0.0919,0.0001,3.3194,0.0001,33.0808,51.4096,10.1022
2023-11-16,09:00,Najran Province,1,4958.329,13368,93.8002,0.3092,0.3734,0.1286,0.0002,2.7579,0.0002,44.4496,64.2276,12.9757
2023-11-16,10:00,Southern Region,1,41713.792,123063,96.2632,0.5169,0.3008,0.1031,0.0001,3.4456,0.0001,33.0142,58.5936,8.2068
2023-11-16,10:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,3539.6671,12147,98.2721,1.2749,0.5155,0.0425,0,5.2861,0,14.7094,43.3715,2.6324
2023-11-16,10:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,7924.6176,21111,94.6094,0.4113,0.262,0.1656,0.0001,3.0134,0.0001,39.7554,56.7149,13.9273
2023-11-16,10:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,3340.9737,10859,98.1026,0.9162,0.4022,0.0293,0.0001,6.1473,0.0001,15.0137,42.9269,3.3065
2023-11-16,10:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,7544.8662,22356,95.161,0.406,0.2626,0.1215,0,2.3254,0,49.9511,64.7106,18.5415
2023-11-16,10:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,6634.1388,20342,96.9851,0.5425,0.2994,0.0709,0.0001,2.3157,0.0001,48.5668,71.0549,13.8795
2023-11-16,10:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,5872.6702,17300,97.3036,0.6748,0.3615,0.0638,0.0001,2.8682,0.0001,34.3701,55.3277,10.2198
2023-11-16,10:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,4303.2352,12251,96.7597,0.4534,0.295,0.1479,0.0003,2.1739,0.0003,49.8443,72.3919,11.79
2023-11-16,10:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1158.8633,2897,94.8045,0.2361,0.1612,0.1858,0.0002,3.3158,0.0002,50.2687,68.5276,19.5461
2023-11-16,10:00,Aseer Province,1,21051.3029,65690,96.825,0.5809,0.321,0.0752,0,3.8559,0,28.561,57.6533,6.23
2023-11-16,10:00,Jazan Province,1,13783.8553,38351,95.7639,0.4995,0.297,0.1204,0.0001,2.9597,0.0001,37.2313,56.0129,12.08
2023-11-16,10:00,Najran Province,1,5483.8738,15222,96.3218,0.3932,0.2574,0.156,0.0002,2.3602,0.0002,50.0313,71.4967,13.7379
2023-11-16,11:00,Southern Region,1,68360.2651,188805,97.9918,0.6101,0.4445,0.048,0.0001,3.618,0.0001,39.6336,64.1066,9.9246
2023-11-16,11:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,9054.3222,25427,98.2042,0.6258,0.4316,0.0264,0.0001,5.0222,0.0001,27.5605,56.6117,6.3462
2023-11-16,11:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,11833.0019,31405,97.6588,0.534,0.4044,0.0918,0.0001,3.0628,0.0001,45.8175,64.1235,14.0114
2023-11-16,11:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,7704.9738,21135,97.317,0.4009,0.3041,0.044,0.0002,6.0203,0.0002,25.8283,54.646,6.4096
2023-11-16,11:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,9487.5245,26219,97.9954,0.8756,0.5702,0.0393,0.0001,2.2462,0.0001,55.9367,69.3515,19.1473
2023-11-16,11:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,8586.9221,24553,99.0996,0.9262,0.6229,0.0116,0,2.6391,0,49.3705,73.4906,11.3927
2023-11-16,11:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,10174.0499,27474,97.358,0.5039,0.3971,0.0692,0.0001,3.3454,0.0001,40.03,60.1814,12.2292
2023-11-16,11:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,7793.9338,22351,98.2549,0.8232,0.6093,0.0417,0.0001,2.5037,0.0001,51.3575,75.0906,11.2874
2023-11-16,11:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1626.6381,4581,97.9283,0.3321,0.2514,0.0329,0.0001,2.5007,0.0001,58.9503,74.1618,21.0974
2023-11-16,11:00,Aseer Province,1,34870.7712,97433,98.2228,0.6658,0.4625,0.0296,0.0001,4.0725,0.0001,35.6026,62.9023,8.2013
2023-11-16,11:00,Jazan Province,1,21962.6082,58752,97.5118,0.5183,0.3998,0.0816,0.0001,3.2103,0.0001,42.8156,62.1172,13.0391
2023-11-16,11:00,Najran Province,1,9427.9869,26960,98.1923,0.6669,0.5025,0.0399,0.0001,2.502,0.0001,52.8072,74.9033,12.7906
2023-11-16,12:00,Southern Region,1,5847.5342,30900,99.4263,3.7601,1.4263,0.0095,0,6.9757,0,7.4545,19.4736,1.2487
2023-11-16,12:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,696.187,5213,99.5797,4.0708,1.4397,0.0085,0,8.8333,0,3.1412,11.6746,0.51
2023-11-16,12:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,1209.6409,5433,99.4143,3.2517,1.261,0.0244,0,5.9604,0,11.0978,19.5749,2.7757
2023-11-16,12:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,604.7286,3637,99.4614,5.2578,1.6818,0.0092,0.0001,10.176,0.0001,2.652,9.755,0.4406
2023-11-16,12:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,922.1899,4608,98.8353,2.0629,1.0625,0.0117,0,4.3005,0,18.9246,27.9915,6.0998
2023-11-16,12:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,529.4994,2748,99.5286,5.4281,1.6332,0.0005,0,5.3769,0,8.9164,27.2618,1.3415
2023-11-16,12:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1132.2013,5255,99.5217,6.1681,1.9415,0.0025,0,5.604,0,9.9594,19.342,1.617
2023-11-16,12:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,467.4736,2458,99.807,8.525,3.0056,0.0013,0,1.1856,0,49.3867,63.7695,9.8799
2023-11-16,12:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,61.0351,340,99.9946,10.1784,2.3078,0,0,0.6601,0,63.2512,70.3718,15.216
2023-11-16,12:00,Aseer Province,1,2754.7578,16210,99.3031,3.1919,1.2851,0.008,0,7.7904,0,5.5066,17.0607,0.9529
2023-11-16,12:00,Jazan Province,1,2339.2655,10677,99.4696,4.1288,1.4787,0.0138,0,5.8305,0,10.4908,19.3386,2.2012
2023-11-16,12:00,Najran Province,1,528.9325,2805,99.8412,8.7057,2.9018,0.0011,0,1.1165,0,51.232,64.7705,10.2815
2023-11-16,13:00,Southern Region,1,10707.537,45044,99.2689,2.7882,1.4775,0.0113,0,5.0062,0,14.6901,34.0763,2.9594
2023-11-16,13:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,1200.5137,6014,99.4374,3.6887,1.5184,0.005,0,7.6902,0,5.7891,18.2739,1.2837
2023-11-16,13:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,2228.7148,8540,99.2888,2.7821,1.5105,0.0285,0,3.74,0,22.0736,37.0597,6.1029
2023-11-16,13:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,1330.5697,5749,99.1864,2.2571,1.1842,0.0099,0,7.9179,0,8.1889,26.9987,1.5198
2023-11-16,13:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,1471.1074,5607,98.7335,2.3545,1.332,0.0058,0,3.0469,0,27.8421,40.0017,8.7869
2023-11-16,13:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,1104.8132,4921,99.4191,5.1188,1.8588,0.0012,0,3.8415,0,18.6342,44.812,3.5139
2023-11-16,13:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1890.4366,7720,99.295,2.7937,1.6746,0.0087,0,3.9252,0,16.7377,32.8894,3.4
2023-11-16,13:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,928.1829,4060,99.605,1.8573,1.441,0.0101,0,1.3722,0,53.6487,68.4371,14.9166
2023-11-16,13:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,193.2445,823,99.9195,5.938,1.8771,0,0,1.2148,0,63.5561,72.6122,32.9782
2023-11-16,13:00,Aseer Province,1,5105.639,22284,99.1606,2.943,1.4216,0.0056,0,5.9991,0,11.088,30.1034,2.1786
2023-11-16,13:00,Jazan Province,1,4117.4269,16245,99.2959,2.7812,1.5714,0.019,0,3.8348,0,19.3832,35.0135,4.6793
2023-11-16,13:00,Najran Province,1,1124.5168,4905,99.6611,2.2441,1.5517,0.0082,0,1.3279,0,56.0064,69.4917,18.6002
2023-11-16,14:00,Southern Region,1,7885.5575,38964,99.3555,3.8125,1.8218,0.009,0,5.3095,0,11.9878,30.174,1.9425
2023-11-16,14:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,813.2818,6066,99.4893,3.5963,1.6153,0.0067,0,8.122,0,4.1876,16.5438,0.7322
2023-11-16,14:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,1777.2217,6900,99.2562,3.3948,1.8227,0.0208,0,3.9429,0,19.2517,33.9475,4.282
2023-11-16,14:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,893.2984,4729,99.3055,3.1468,1.3938,0.011,0.0001,8.4968,0.0001,5.5927,20.3812,0.8935
2023-11-16,14:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,1260.64,5269,98.7669,3.0349,1.5916,0.0078,0,3.0009,0,26.9355,38.8774,7.8255
2023-11-16,14:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,814.7149,4445,99.3896,6.3416,2.342,0.0018,0,3.9631,0,15.661,40.5238,2.3426
2023-11-16,14:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1340.506,5851,99.6368,4.7362,2.1692,0.0014,0,4.5812,0,13.1817,25.9112,2.2074
2023-11-16,14:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,596.951,3585,99.7531,3.7951,2.2344,0.0064,0,0.9966,0,56.4479,68.578,13.3845
2023-11-16,14:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,122.0249,716,99.9821,10.5382,3.7402,0,0,0.7151,0,68.4731,72.6301,37.5708
2023-11-16,14:00,Aseer Province,1,3782.5718,20498,99.1958,3.6349,1.6773,0.007,0,6.2241,0,9.071,27.3704,1.4735
2023-11-16,14:00,Jazan Province,1,3114.7516,12742,99.4329,3.8124,1.9278,0.0114,0,4.2216,0,16.2303,30.0927,3.2203
2023-11-16,14:00,Najran Province,1,721.3153,4321,99.7973,4.4769,2.4961,0.0052,0,0.9345,0,58.7993,69.4608,16.2138
2023-11-16,15:00,Southern Region,1,33672.1426,102524,95.8168,0.483,0.5154,0.0834,0.0001,4.0659,0.0001,27.8855,49.1103,7.3045
2023-11-16,15:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,3512.0136,11827,95.9031,0.6804,0.6225,0.0719,0.0001,6.2334,0.0001,12.7647,26.6863,3.2638
2023-11-16,15:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,6276.5925,17107,94.7942,0.3893,0.4252,0.117,0.0001,3.6455,0.0001,34.15,52.2688,11.3954
2023-11-16,15:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,3446.8627,10860,96.8395,0.4501,0.4826,0.0596,0.0001,6.7883,0.0001,15.1431,38.2848,3.6047
2023-11-16,15:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,5330.0594,16114,95.1831,0.4815,0.5271,0.0805,0,2.4813,0,46.7726,60.4155,17.6375
2023-11-16,15:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,4857.0862,15590,96.3525,0.5445,0.5859,0.0677,0.0001,2.8269,0.0001,40.5488,64.0632,10.7325
2023-11-16,15:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,4450.073,14202,97.3916,0.7665,0.6969,0.0416,0.0001,3.3868,0.0001,27.5649,46.7366,7.5375
2023-11-16,15:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,3310.9012,10030,96.0413,0.4769,0.5547,0.1116,0.0002,2.636,0.0002,40.8147,63.9422,9.1691
2023-11-16,15:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1420.3942,3671,90.4281,0.1663,0.2056,0.1905,0.0007,3.3345,0.0007,52.3631,66.8927,22.0736
2023-11-16,15:00,Aseer Province,1,17148.6265,54411,95.9796,0.5246,0.552,0.0712,0.0001,4.553,0.0001,24.008,45.7745,5.8405
2023-11-16,15:00,Jazan Province,1,10714.8561,31250,95.9538,0.501,0.5145,0.0826,0.0001,3.5404,0.0001,31.0502,49.7394,9.512
2023-11-16,15:00,Najran Province,1,4740.5,13740,94.6719,0.3452,0.4088,0.1299,0.0003,2.7757,0.0003,44.2638,64.9435,12.332
2023-11-16,16:00,Southern Region,1,14174.6406,96121,98.7498,0.9712,0.746,0.021,0,5.3078,0,15.3763,34.0637,2.4462
2023-11-16,16:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,1636.2556,12093,98.5271,0.9933,0.675,0.029,0.0001,7.9844,0.0001,6.5579,17.7503,1.2167
2023-11-16,16:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,2742.5841,14027,98.5477,0.9513,0.7157,0.0313,0.0001,4.2746,0.0001,22.0646,39.0276,4.4821
2023-11-16,16:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,1352.0087,10223,99.1837,0.9698,0.744,0.009,0,8.6245,0,6.4779,21.5594,0.9291
2023-11-16,16:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,2024.9313,12157,98.7016,1.2778,0.9176,0.0093,0,3.0609,0,28.9094,42.6624,7.5566
2023-11-16,16:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,1586.8789,14740,99.4104,1.1016,0.8373,0.0011,0,3.8703,0,21.4344,48.4073,2.7775
2023-11-16,16:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,2396.9261,12826,98.5778,1.3003,0.9008,0.0149,0,4.5771,0,16.5271,31.0897,3.0875
2023-11-16,16:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,1679.6953,15822,98.6574,0.5826,0.5335,0.0591,0.0001,1.6552,0.0001,53.5204,66.7431,12.2
2023-11-16,16:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,218.5611,1546,99.6676,1.773,1.0043,0.0041,0,0.9495,0,62.7942,68.6084,23.2167
2023-11-16,16:00,Aseer Province,1,6602.0191,49231,98.9323,1.0991,0.8121,0.0119,0,6.1977,0,11.4999,29.3036,1.7967
2023-11-16,16:00,Jazan Province,1,5135.6446,26817,98.5644,1.0752,0.7802,0.0236,0,4.4275,0,19.2666,35.1118,3.7656
2023-11-16,16:00,Najran Province,1,1900.1775,17386,98.845,0.6517,0.5705,0.0488,0.0001,1.5393,0.0001,54.575,66.9861,12.8998
2023-11-16,17:00,Southern Region,1,15160.5372,70307,99.0743,1.7206,1.1806,0.0147,0,4.4161,0,19.8353,43.5301,3.4248
2023-11-16,17:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,1505.5061,7483,99.406,3.426,1.5804,0.0043,0,7.2404,0,7.9877,28.7489,1.2553
2023-11-16,17:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,3190.1896,12682,98.976,1.3537,1.0393,0.0327,0,3.3065,0,29.938,48.1937,7.7116
2023-11-16,17:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,1660.9792,7115,99.0287,1.7694,1.1056,0.009,0.0001,7.3922,0.0001,9.584,31.0038,1.633
2023-11-16,17:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,2534.9806,12221,98.161,1.2858,0.9453,0.024,0,2.5967,0,36.7442,50.8236,10.667
2023-11-16,17:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,1653.5151,9811,99.3147,3.091,1.6578,0.0016,0,3.0914,0,26.088,54.9404,4.1256
2023-11-16,17:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,2682.4378,11339,99.2796,1.8067,1.3242,0.0087,0.0001,3.3661,0.0001,23.9292,41.3769,4.4958
2023-11-16,17:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,1146.0725,5446,99.6414,1.6225,1.2829,0.004,0,1.273,0,57.7229,67.5849,17.5028
2023-11-16,17:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,291.8559,2049,99.8972,1.5596,1.1116,0,0,1.1205,0,64.97,71.5101,30.2889
2023-11-16,17:00,Aseer Province,1,7355.3026,36646,98.8993,1.9177,1.2007,0.0112,0,5.3147,0,15.083,39.9996,2.4422
2023-11-16,17:00,Jazan Province,1,5867.4259,23974,99.12,1.5241,1.1475,0.0212,0,3.3485,0,26.8531,44.7351,6.0508
2023-11-16,17:00,Najran Province,1,1442.8081,7526,99.695,1.6131,1.2443,0.0031,0,1.2345,0,59.4154,68.5546,19.9877
2023-11-16,18:00,Southern Region,1,19551.3104,139502,98.8846,0.9683,0.6831,0.013,0,4.603,0,21.2293,44.9498,3.2984
2023-11-16,18:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,2073.3544,16258,99.3164,1.6388,1.0055,0.0077,0,7.1204,0,9.4814,32.5956,1.2209
2023-11-16,18:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,3812.4557,21410,98.6719,0.8456,0.6371,0.0246,0.0001,3.6564,0.0001,29.5558,47.9282,6.6728
2023-11-16,18:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,2119.255,13844,99.0964,1.2338,0.8245,0.0068,0.0001,7.4422,0.0001,10.5015,33.5859,1.5275
2023-11-16,18:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,3177.1196,21196,98.1463,0.8198,0.6179,0.0154,0,2.7611,0,37.2616,50.6231,10.4249
2023-11-16,18:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,2344.4308,21837,99.1555,1.008,0.6764,0.0061,0,3.2291,0,29.2861,56.8893,4.1954
2023-11-16,18:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,3256.1802,20089,99.0057,0.9915,0.7214,0.0116,0,3.7885,0,24.0798,41.2041,4.5095
2023-11-16,18:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,1614.9966,17326,99.3058,1.1436,0.7271,0.0066,0,1.4018,0,56.4205,67.1978,13.7067
2023-11-16,18:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,460.6746,3637,98.8175,0.4287,0.2945,0.0091,0,1.7424,0,56.019,66.1272,16.6002
2023-11-16,18:00,Aseer Province,1,9713.7463,73150,98.8633,1.0616,0.7283,0.0095,0,5.3869,0,16.7854,42.425,2.3993
2023-11-16,18:00,Jazan Province,1,7063.1313,41435,98.8271,0.9055,0.6687,0.0186,0,3.7326,0,26.7342,44.502,5.5535
2023-11-16,18:00,Najran Province,1,2081.5892,21012,99.2053,0.871,0.574,0.0071,0,1.4632,0,56.3512,66.9622,14.4708
2023-11-16,19:00,Southern Region,1,8108.6502,33285,99.1938,2.8771,1.4383,0.0126,0.0001,5.5167,0.0001,11.4969,28.4248,2.2275
2023-11-16,19:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,824.8789,4430,99.44,4.7758,1.5703,0.0113,0.0002,8.3335,0.0002,4.248,15.4114,0.8902
2023-11-16,19:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,1758.1749,6395,98.921,2.6046,1.3854,0.0337,0,4.4037,0,17.3103,32.4794,4.3467
2023-11-16,19:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,1074.6283,4411,99.1406,2.8501,1.2815,0.0118,0,7.8133,0,6.5505,21.9985,1.2102
2023-11-16,19:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,1214.1658,4437,98.706,2.5157,1.2777,0.0047,0.0001,3.4701,0.0001,22.5073,32.2171,7.312
2023-11-16,19:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,851.5668,4104,99.1591,3.0279,1.6282,0.0055,0.0001,4.0986,0.0001,15.6589,39.6573,2.9092
2023-11-16,19:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,1417.3227,5077,99.4827,3.0321,1.7795,0.0035,0.0002,4.4397,0.0002,13.3195,26.7693,2.6
2023-11-16,19:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,598.7471,2739,99.7132,2.1206,1.3255,0.0057,0,1.1685,0,54.023,66.7664,14.7837
2023-11-16,19:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,104.8342,581,99.9806,7.4549,2.0024,0,0,0.9449,0,58.8808,66.3817,28.0686
2023-11-16,19:00,Aseer Province,1,3966.0183,17385,99.0751,2.9904,1.3911,0.008,0.0001,6.3699,0.0001,8.8585,25.292,1.7099
2023-11-16,19:00,Jazan Province,1,3171.469,11447,99.1787,2.7682,1.5271,0.0197,0.0001,4.4367,0.0001,15.2631,29.5772,3.4535
2023-11-16,19:00,Najran Province,1,706.8314,3342,99.7623,2.4729,1.4175,0.0045,0,1.1222,0,54.8432,66.768,16.5589
2023-11-16,20:00,Southern Region,1,21875.5979,173503,97.664,0.5706,0.4885,0.0324,0.0001,4.8746,0.0001,21.9146,44.1835,4.4014
2023-11-16,20:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,2527.9502,21450,98.6446,0.7023,0.5675,0.0127,0,7.2164,0,11.3481,32.2848,1.9971
2023-11-16,20:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,4292.5597,26545,96.6595,0.5231,0.4636,0.0814,0,4.1237,0,28.3224,46.4104,7.3005
2023-11-16,20:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,2709.5177,19346,97.0117,0.457,0.4308,0.0362,0.0001,7.2775,0.0001,12.8932,34.5392,2.6062
2023-11-16,20:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,3093.028,25764,97.376,0.6931,0.5608,0.0204,0.0001,3.0238,0.0001,35.3034,48.2102,10.869
2023-11-16,20:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,2746.7696,27013,98.4802,0.6013,0.5052,0.0081,0.0001,3.2621,0.0001,31.5666,58.1849,5.6769
2023-11-16,20:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,3539.2305,24684,97.8119,0.5016,0.4788,0.0248,0.0002,4.1335,0.0002,25.056,43.8147,6.0175
2023-11-16,20:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,1763.5233,18835,98.2058,0.7256,0.4932,0.0219,0.0002,1.9207,0.0002,50.0307,64.8464,12.4204
2023-11-16,20:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,466.8022,4242,97.9096,0.4188,0.3241,0.0231,0.0009,1.9785,0.0009,51.4482,63.9487,16.7511
2023-11-16,20:00,Aseer Province,1,11077.7124,93616,97.8709,0.6046,0.5127,0.019,0.0001,5.5459,0.0001,18.0204,41.2985,3.352
2023-11-16,20:00,Jazan Province,1,7824.324,51120,97.1734,0.5114,0.4682,0.0557,0.0001,4.1459,0.0001,26.6623,45.0724,6.6412
2023-11-16,20:00,Najran Province,1,2237.3449,23143,98.1467,0.6425,0.449,0.0221,0.0003,1.9232,0.0003,50.4024,64.683,13.393
2023-11-16,21:00,Southern Region,1,35789.4305,109163,95.4681,0.4337,0.4622,0.0994,0.0001,4.1118,0.0001,29.5877,53.702,7.6624
2023-11-16,21:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,3585.7055,12611,97.715,0.8409,0.7332,0.0386,0.0001,5.9086,0.0001,14.6465,39.4075,2.9684
2023-11-16,21:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,6484.0365,18034,94.1832,0.3575,0.3863,0.1679,0.0001,3.6663,0.0001,35.3353,53.7617,11.8774
2023-11-16,21:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,3648.1124,11572,96.2522,0.4311,0.447,0.0678,0.0001,6.8404,0.0001,16.2886,41.7168,3.9752
2023-11-16,21:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,5923.6805,17925,94.6294,0.3836,0.4206,0.0943,0,2.7091,0,48.326,62.1456,19.2399
2023-11-16,21:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,5310.0984,16908,95.9553,0.4627,0.5083,0.0783,0.0001,2.8388,0.0001,42.5293,65.1382,12.0347
2023-11-16,21:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,4672.8093,14464,96.8854,0.6575,0.6099,0.0618,0.0001,3.4237,0.0001,28.8383,49.265,8.2843
2023-11-16,21:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,3495.7114,10273,95.3044,0.4026,0.472,0.1339,0.0003,2.8115,0.0003,39.7708,64.1212,8.8086
