Date,LTE Cell Group,Integrity,VOLTE Traffic Erl,Connected User Avg (VoIP),DL Active User Avg (VoIP),DL Throughput QCI.1 Mbps (VoIP),SRVCC Success Rate Overall,SRVCC Success Rate Overall (E2G),SRVCC Success Rate Overall (E2W),Mobily VoLTE Call Drop%,E-RAB Setup Success Rate QCI.1 (VoIP),UL Mute call %(%),DL Mute call %(%),UL Packet Loss Rate QCI.1 (VoIP),UL Packet Loss Rate QCI.5 (VoIP),DL Packet Loss Rate QCI.5 (VoIP),DL Packet Loss Rate QCI.1 (VoIP),E2E VQI Avg (VoIP),DL VQI Avg (VoIP),UL VQI Avg (VoIP),QCI1 DL IBLER(%),QCI1 UL IBLER(%),UEs in the DRX sleep state Ratio,SRVCC Failuers,L.E-RAB.AbnormRel.MMETot.VoIP,L.E-RAB.AbnormRel.MME.HOOut.QCI.1,L.E-RAB.AbnormRel.MME.EUtranGen.VoIP,L.Voice.DL.PktNum.AMRNB.12.2,L.Voice.DL.PktNum.AMRWB.23.85,L.Cell.Unavail.Dur.Sys(s),Cell.Availability(%),Availability Duration(s),VOLTE Thrpt Lic Failures,SRVCC E2W Failures,SRVCC E2G Failures
9/23/2023,Sabya,45192Sabya,4387.4754,209.4952,80.7817,0.515,97.7639,98.4925,97.7205,0.2975,99.9602,0.0897,0.0514,0.0682,0.0088,0.0199,0.0284,3.4953,3.5084,3.4958,2.1023,4.1097,71.4376,79,787,85,606,337667230,111303009,0,100,41472000,0,76,3
9/23/2023,Abu Arish,45192Abu Arish,2769.5296,131.8691,51.0543,0.4987,98.4512,98.419,98.4561,0.2023,99.9233,0.0762,0.047,0.0649,0.0073,0.012,0.0283,3.4459,3.4567,3.4435,2.5747,3.8742,74.8622,30,342,26,253,234592016,52558200,4840,99.9892,42236510,0,26,4
9/23/2023,Najran,45192Najran,9490.1474,446.755,171.5506,0.4997,98.6805,98.0057,98.736,0.2414,99.9711,0.0492,0.0354,0.0439,0.0227,0.0107,0.0253,3.4589,3.4704,3.4736,2.1843,3.8843,71.4042,61,1408,99,1011,816417299,213612293,11325,99.9915,128278815,0,54,7
9/23/2023,Jizan,45192Jizan,8705.5703,421.0729,150.7182,0.4962,98.1481,98.0392,98.1565,0.3584,99.9622,0.0968,0.0588,0.0762,0.0061,0.0207,0.0425,3.4787,3.4932,3.4874,2.3524,3.7696,72.2136,93,1915,78,1432,694514323,213425397,115465,99.8759,85982315,0,86,7
9/23/2023,Southern Remote,45192Southern Remote,36210.937,1715.2213,649.8602,0.5131,97.5073,95.162,98.031,0.4193,99.965,0.0783,0.0615,0.0735,0.0252,0.0396,0.031,3.4639,3.4753,3.4736,2.4966,3.8112,68.7546,1572,10773,1076,6750,2759115861,764238208,1776240,99.6381,481823410,0,1015,557
9/23/2023,Western Region,45192Western Region,13878.6531,647.9133,245.6064,0.5704,97.3096,98.5023,97.2018,0.5658,99.9753,0.1078,0.0875,0.0964,0.1515,0.0808,0.0304,3.6096,3.6268,3.5941,2.7249,3.9758,62.9969,845,5461,753,2367,698280957,496435490,814525,99.289,110551940,0,806,39
9/23/2023,Remote Jizan,45192Remote Jizan,15964.6319,763.3657,286.5718,0.5166,97.1631,93.284,97.9582,0.3293,99.9683,0.0867,0.0673,0.0792,0.0167,0.0154,0.0273,3.4744,3.4865,3.4776,2.5686,3.7625,68.2461,879,4377,458,2438,1130374621,335880062,1244330,99.2278,156229775,0,525,354
9/23/2023,Remote Najran,45192Remote Najran,4997.3418,234.2812,90.4763,0.5059,97.5831,96.9589,97.9183,0.7947,99.967,0.0706,0.0581,0.0612,0.0273,0.0718,0.0313,3.4423,3.4521,3.4493,2.6888,3.8095,68.0567,232,2237,135,1886,399366162,94874951,147190,99.8128,78187905,0,130,102
9/23/2023,Remote Aseer,45192Remote Aseer,15248.9633,717.5744,272.8121,0.5119,97.9493,96.5028,98.1625,0.3947,99.9602,0.0724,0.0569,0.0718,0.0321,0.0526,0.0347,3.4605,3.4716,3.4775,2.3591,3.8614,69.5419,461,4159,483,2426,1229375078,333483195,384720,99.8468,247405730,0,360,101
9/23/2023,Southern City,45192Southern City,50059.7495,2382.4652,909.1267,0.5067,97.8287,97.3229,97.8676,0.2927,99.9634,0.0625,0.0419,0.0552,0.0095,0.0145,0.0317,3.4707,3.4836,3.4871,2.2033,3.8586,72.2501,545,8578,533,6329,4194174271,1200554731,338950,99.9549,714092930,0,497,48
9/23/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45192Cluster=Aseer CL1,Rule Name=Opt Clusters",11274.6049,536.4939,207.1769,0.5189,97.8276,95.6938,97.9632,0.3579,99.9575,0.0482,0.0408,0.0507,0.0213,0.0327,0.0353,3.4782,3.4921,3.5056,2.1138,3.9134,72.1831,152,2545,146,1826,950801724,292493874,298420,99.8685,217107955,0,134,18
9/23/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45192Cluster=Aseer CL2,Rule Name=Opt Clusters",18291.1786,866.4284,329.2192,0.5069,96.9808,96.1165,97.0492,0.285,99.9653,0.0563,0.038,0.0607,0.0225,0.0345,0.0319,3.4706,3.4834,3.4942,2.0829,3.9583,71.4476,339,2807,276,1984,1542113572,440890616,95780,99.961,236531995,0,307,32
9/23/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45192Cluster=Aseer CL3,Rule Name=Opt Clusters",5435.0565,255.4381,99.5574,0.5109,98.1576,98.2192,98.1509,0.4158,99.9738,0.069,0.061,0.0624,0.0119,0.0372,0.0315,3.4426,3.453,3.4604,2.4644,3.6782,69.8693,137,1696,165,912,439796291,103376017,149570,99.8675,110844660,0,124,13
9/23/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45192Cluster=Jizan CL1,Rule Name=Opt Clusters",16279.7167,783.6266,286.525,0.5048,97.4009,93.8936,98.063,0.3237,99.9624,0.0918,0.0593,0.0826,0.0063,0.0182,0.036,3.4755,3.4892,3.4802,2.5082,3.7573,70.8374,520,3608,209,2424,1239042978,372233767,254975,99.8519,163175665,0,326,194
9/23/2023,"Cluster=USF8 CL1,Rule Name=Opt Clusters","45192Cluster=USF8 CL1,Rule Name=Opt Clusters",0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0
9/23/2023,"Cluster=USF8 CL2,Rule Name=Opt Clusters","45192Cluster=USF8 CL2,Rule Name=Opt Clusters",48.5872,2.232,0.8601,0.5303,100,,100,0.0517,100,0.0649,0.0239,0.0276,0,0.0088,0.0075,3.4304,3.4416,3.4282,1.4013,3.826,58.1231,0,1,1,1,4398565,985330,0,100,345600,0,0,0
9/23/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45192Cluster=Aseer CL4,Rule Name=Opt Clusters",6617.4358,310.2044,122.8744,0.5195,98.419,96.3869,98.9024,0.3259,99.9679,0.0704,0.0537,0.0525,0.0035,0.0139,0.028,3.4547,3.4643,3.4633,2.8126,3.5042,71.5326,148,1471,156,859,531157083,137315624,56090,99.9547,120895790,0,83,65
9/23/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45192Cluster=Jizan CL2,Rule Name=Opt Clusters",15299.6609,730.5495,277.9586,0.5137,97.3539,93.9604,97.8909,0.3217,99.9606,0.0868,0.0633,0.0686,0.0184,0.0152,0.0272,3.4768,3.4887,3.4795,2.371,3.8931,70.1701,558,3763,433,2286,1138791861,335713711,1109660,99.3321,157388135,0,384,174
9/23/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45192Cluster=Najran CL1,Rule Name=Opt Clusters",11692.5116,549.5156,210.2117,0.5001,98.275,98.6017,98.1872,0.4848,99.9681,0.0571,0.0434,0.0518,0.0235,0.0191,0.0286,3.4573,3.4685,3.4679,2.2331,3.869,71.025,169,3185,179,2592,997473029,260775167,98005,99.9394,156156030,0,140,29
9/23/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45192Cluster=Najran CL2,Rule Name=Opt Clusters",1380.5215,65.4299,25.4637,0.4989,95.8204,94.2979,98.3452,0.3057,99.9744,0.0611,0.0445,0.0466,0.0468,0.1636,0.0248,3.4172,3.4269,3.4258,2.5387,3.9412,64.5029,94,276,45,196,114113594,21994163,52690,99.8444,33816110,0,14,80
9/23/2023,Jazan Province,45192Jazan Province,31589.6162,1514.6876,564.6843,0.5091,97.3761,93.883,97.9754,0.323,99.9615,0.0894,0.0613,0.0758,0.0122,0.0169,0.0317,3.4762,3.489,3.4799,2.4419,3.8231,70.5041,1078,7382,645,4717,2378970847,708471027,1363765,99.5988,322207575,0,710,368
9/23/2023,Aseer Province,45192Aseer Province,41537.1928,1964.8585,757.3714,0.5127,97.8154,96.7171,97.9388,0.3268,99.9646,0.0577,0.0442,0.0568,0.0174,0.0303,0.0322,3.4666,3.4789,3.4886,2.2558,3.8372,71.4925,758,8471,733,5544,3455436880,972803200,600730,99.9151,683391025,0,643,115
9/23/2023,Najran Province,45192Najran Province,13143.8776,618.1403,236.9312,0.4999,97.7304,96.7784,98.1499,0.4648,99.9687,0.0579,0.0436,0.0516,0.0265,0.0396,0.0282,3.4525,3.4635,3.4628,2.2731,3.8784,70.309,281,3498,231,2818,1118882405,283518712,150695,99.9231,190317740,0,159,122
9/24/2023,Khamis Mushait,45193Khamis Mushait,14009.3235,659.4779,252.0905,0.5079,96.6917,92.4528,96.9678,0.2974,99.965,0.0514,0.0403,0.0542,0.0052,0.0105,0.0306,3.4769,3.4913,3.5061,1.8964,3.8251,72.3026,172,1784,78,1336,1188598726,359370148,1540,99.9991,166232060,0,148,24
9/24/2023,Bishah,45193Bishah,2519.6222,118.8071,47.5632,0.5189,98.3648,95.3271,98.8372,0.3098,99.9651,0.0434,0.0388,0.0332,0.002,0.0183,0.0271,3.4507,3.463,3.4759,3.04,3.3604,72.6668,13,454,16,314,220241027,56555673,39570,99.9345,57762030,0,8,5
9/24/2023,Southern Region_FDD,45193Southern Region_FDD,91868.1305,4327.1218,1650.1625,0.5092,97.6608,95.3164,98.0752,0.3714,99.9667,0.0647,0.0508,0.0594,0.0294,0.0233,0.0316,3.4687,3.4815,3.4872,2.3014,3.7538,71.248,2035,20256,1436,13709,7353882634,2093418288,813495,99.8851,702921870,0,1423,612
9/24/2023,Southern Region_TDD,45193Southern Region_TDD,251.8442,17.0365,6.0119,0.4757,95.6932,94.7279,95.8444,1.5021,99.9572,0.5791,0.1692,0.2897,0.0257,0.0547,0.1617,3.4119,3.4246,3.3857,3.9456,5.367,63.1848,187,544,196,365,19036531,4185421,1437745,99.7578,541565980,0,156,31
9/24/2023,Western Region_FDD,45193Western Region_FDD,14145.6022,657.7231,250.0841,0.5673,97.1447,98.8144,96.995,0.5691,99.9731,0.1055,0.0882,0.0921,0.0979,0.0719,0.0329,3.6054,3.6231,3.5932,2.7665,3.9153,63.0717,849,5260,760,2248,703773948,500439941,692780,99.3823,108182665,0,820,29
9/24/2023,Western Region_TDD,45193Western Region_TDD,19.7966,0.9069,0.3741,0.4826,93.1159,96.875,91.9811,2.719,99.9106,0.2882,0.3174,0.1538,0.0051,0.1242,0.3968,3.4226,3.4349,3.422,5.2876,3.942,67.71,19,35,12,21,1079868,262151,0,100,2073600,0,17,2
9/24/2023,Abha,45193Abha,8365.4863,394.4055,154.6629,0.5169,96.6489,98.1818,96.57,0.2806,99.9616,0.0432,0.0386,0.0436,0.0183,0.0127,0.0325,3.4715,3.4859,3.5057,1.9875,3.6562,73.6116,113,1282,42,970,708532725,207761654,26575,99.9837,154704005,0,110,3
9/24/2023,Southern Region All,45193Southern Region All,106285.3735,5002.7882,1906.6326,0.5169,97.4536,95.8305,97.703,0.4002,99.9668,0.0712,0.0561,0.0644,0.0367,0.0307,0.0322,3.4871,3.5005,3.5012,2.3679,3.7815,70.3683,3090,26095,2404,16343,8077772981,2598305801,2944020,99.7921,1354744115,0,2416,674
9/24/2023,Southern Region,45193Southern Region,92119.9747,4344.1582,1656.1744,0.5091,97.5673,95.2911,97.9674,0.3789,99.966,0.0659,0.051,0.06,0.0291,0.0256,0.032,3.4686,3.4814,3.487,2.3046,3.7587,71.216,2222,20800,1632,14074,7372919165,2097603709,2251240,99.827,1244487850,0,1579,643
9/24/2023,Muhayel,45193Muhayel,1813.113,84.6096,32.9775,0.4989,97.7547,96.8085,97.8383,0.3369,99.9586,0.0671,0.0417,0.0671,0.0014,0.0202,0.0338,3.441,3.4514,3.4506,2.1708,3.8503,69.9082,26,450,47,229,152722662,33363361,59850,99.8471,37454325,0,23,3
9/24/2023,Sabya,45193Sabya,4663.6912,220.8904,85.1648,0.5168,97.5655,92.8571,97.8261,0.236,99.9763,0.091,0.0556,0.0632,0.0104,0.0188,0.0309,3.5019,3.5153,3.5015,2.1577,3.9707,71.6295,91,628,40,449,348853836,121030139,280,99.9994,41471720,0,77,14
9/24/2023,Abu Arish,45193Abu Arish,3015.587,142.1884,54.6541,0.4934,98.7271,98.9761,98.6834,0.2174,99.9718,0.0683,0.0473,0.055,0.0075,0.0123,0.0271,3.4391,3.4503,3.4503,2.6452,3.7776,74.9969,25,347,30,268,252798715,55232551,1285,99.9971,42248315,0,22,3
9/24/2023,Najran,45193Najran,10405.0192,484.9305,187.3101,0.5004,98.4278,96.4497,98.5765,0.239,99.9752,0.0486,0.0357,0.0421,0.1596,0.0104,0.0273,3.4629,3.4747,3.4818,2.2072,3.8442,71.763,76,1373,84,1004,884813010,237202391,0,100,128304000,0,64,12
9/24/2023,Jizan,45193Jizan,8894.945,429.2075,155.0305,0.5026,99.0291,100,98.9552,0.3128,99.9635,0.0726,0.0515,0.052,0.0054,0.0143,0.0382,3.485,3.4996,3.5077,2.2653,3.3632,73.2722,52,1560,92,1180,699605359,223957411,213815,99.7702,86150875,0,52,0
9/24/2023,Southern Remote,45193Southern Remote,38099.9979,1793.4368,680.5411,0.5118,97.5121,95.154,98.033,0.5145,99.9646,0.0777,0.0628,0.0738,0.0238,0.0382,0.0328,3.4633,3.4753,3.4754,2.5123,3.8109,68.8873,1589,12808,1156,8238,2889420022,794347934,1648445,99.6641,481863600,0,1029,560
9/24/2023,Western Region,45193Western Region,14165.3988,658.63,250.4582,0.5672,97.1076,98.7649,96.9564,0.5733,99.9729,0.1057,0.0885,0.0921,0.0978,0.072,0.0334,3.6051,3.6228,3.5929,2.769,3.9153,63.0771,868,5295,772,2269,704853816,500702092,692780,99.3967,110256265,0,837,31
9/24/2023,Remote Jizan,45193Remote Jizan,16491.509,784.4853,295.3763,0.514,97.2471,93.3114,98.0347,0.3933,99.9657,0.0862,0.0697,0.079,0.0083,0.0148,0.0286,3.4711,3.4838,3.4782,2.5881,3.7583,68.0855,854,5026,521,2860,1169235377,336273892,1241795,99.2293,156484215,0,508,346
9/24/2023,Remote Najran,45193Remote Najran,5310.8827,247.0217,95.5892,0.5073,97.5337,96.3706,98.1436,1.2141,99.9733,0.0664,0.0567,0.0627,0.0404,0.0625,0.038,3.4443,3.4546,3.4556,2.6507,3.7982,68.486,243,3289,160,2820,417918341,102512103,135785,99.8273,78150205,0,120,123
9/24/2023,Remote Aseer,45193Remote Aseer,16297.6061,761.9298,289.5756,0.5111,97.8603,96.9606,97.995,0.4167,99.9605,0.073,0.0582,0.0722,0.0331,0.0538,0.0352,3.4618,3.4736,3.479,2.3915,3.867,69.8565,492,4493,475,2558,1302266304,355561939,270865,99.8921,247229180,0,401,91
9/24/2023,Southern City,45193Southern City,53686.7873,2534.517,969.4536,0.5071,97.8498,96.6138,97.945,0.278,99.9674,0.0573,0.0426,0.05,0.0343,0.013,0.0313,3.4722,3.4856,3.495,2.1586,3.7165,72.5931,568,7878,429,5750,4456166060,1294473328,342915,99.9544,714327330,0,504,64
9/24/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45193Cluster=Aseer CL1,Rule Name=Opt Clusters",11591.2174,546.6441,211.2612,0.5147,97.4968,98.6696,97.4174,0.3211,99.9588,0.049,0.0422,0.0487,0.0209,0.0283,0.0347,3.4727,3.4865,3.5041,2.0792,3.686,72.832,178,2191,96,1515,976215411,288688088,135230,99.9404,217120765,0,172,6
9/24/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45193Cluster=Aseer CL2,Rule Name=Opt Clusters",20609.0695,969.759,367.486,0.506,96.8275,95.0688,96.9648,0.3127,99.9639,0.0562,0.0418,0.0625,0.0254,0.0347,0.0333,3.4728,3.4868,3.4984,2.0247,3.9593,71.4805,382,3244,251,2209,1718750060,505399595,82510,99.9664,236378495,0,339,43
9/24/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45193Cluster=Aseer CL3,Rule Name=Opt Clusters",5623.652,261.5109,102.6164,0.5149,98.1728,98.0583,98.1851,0.4341,99.9647,0.0672,0.0607,0.0592,0.0131,0.0355,0.0291,3.4501,3.4608,3.4685,2.4539,3.6279,69.9806,136,1643,169,905,446239862,107945147,110555,99.9021,110842005,0,122,14
9/24/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45193Cluster=Jizan CL1,Rule Name=Opt Clusters",16613.9329,797.7684,293.1167,0.5067,97.6764,93.7255,98.3753,0.3317,99.9665,0.0768,0.0557,0.0693,0.0058,0.0151,0.0344,3.4774,3.4916,3.4925,2.4649,3.5577,71.3885,473,3482,252,2398,1254625980,380076424,297910,99.8269,163624415,0,281,192
9/24/2023,"Cluster=USF8 CL1,Rule Name=Opt Clusters","45193Cluster=USF8 CL1,Rule Name=Opt Clusters",0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0
9/24/2023,"Cluster=USF8 CL2,Rule Name=Opt Clusters","45193Cluster=USF8 CL2,Rule Name=Opt Clusters",41.3853,1.9677,0.7441,0.4986,100,100,100,0.06,99.94,0.0342,0.0177,0.0492,0,0.0014,0.0097,3.4089,3.4204,3.429,1.3492,3.9634,59.1778,0,1,0,1,3944263,709377,0,100,345600,0,0,0
9/24/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45193Cluster=Aseer CL4,Rule Name=Opt Clusters",7017.7058,326.8574,129.0243,0.5171,98.416,96.5825,98.8619,0.3467,99.967,0.07,0.0563,0.0582,0.0022,0.0156,0.0267,3.4487,3.459,3.4647,2.839,3.5539,71.4185,154,1595,159,913,566168245,141614451,75405,99.9391,120824675,0,89,65
9/24/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45193Cluster=Jizan CL2,Rule Name=Opt Clusters",16189.2128,766.8393,292.2061,0.5122,97.444,94.223,97.9632,0.3415,99.9676,0.087,0.0666,0.0658,0.0084,0.0147,0.0284,3.4759,3.488,3.4818,2.419,3.8199,70.2567,545,4051,426,2347,1195439495,351906919,1154795,99.305,157388020,0,374,171
9/24/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45193Cluster=Najran CL1,Rule Name=Opt Clusters",12656.3497,589.1858,227.0752,0.5016,98.2419,98.0749,98.2811,0.6588,99.9718,0.0546,0.0427,0.0486,0.1295,0.0177,0.0329,3.4616,3.4731,3.4772,2.2475,3.8333,71.4817,173,4216,187,3526,1067547233,288522617,134695,99.9167,156144015,0,137,36
9/24/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45193Cluster=Najran CL2,Rule Name=Opt Clusters",1485.6452,69.3891,27.2087,0.5052,95.2653,93.9752,97.7381,0.3122,99.9889,0.0594,0.0439,0.0526,0.1144,0.1568,0.0282,3.4267,3.4372,3.4357,2.376,3.7857,65.1998,116,264,45,175,120599796,24668021,260,99.9992,33868540,0,19,97
9/24/2023,Jazan Province,45193Jazan Province,32807.7701,1564.8255,585.4182,0.5094,97.5586,93.9445,98.1642,0.3366,99.967,0.0818,0.0611,0.0675,0.0071,0.015,0.0314,3.4767,3.4899,3.4873,2.442,3.6861,70.8215,1017,7538,680,4749,2450308832,732337609,1456445,99.5715,322636895,0,655,362
9/24/2023,Aseer Province,45193Aseer Province,44769.8964,2101.5161,809.0675,0.5111,97.6754,96.7987,97.7754,0.3337,99.9631,0.0577,0.0465,0.0577,0.0186,0.0296,0.032,3.4663,3.4793,3.4913,2.2189,3.7861,71.6774,837,8621,667,5515,3700185321,1042835272,399960,99.9435,683195880,0,719,118
9/24/2023,Najran Province,45193Najran Province,14209.1187,661.6122,255.509,0.5019,97.5994,96.1925,98.2014,0.6197,99.9739,0.0553,0.0429,0.0494,0.1269,0.0374,0.0325,3.4574,3.4687,3.4722,2.2665,3.8282,70.8157,303,4527,238,3724,1195091929,313648381,134955,99.9311,190358155,0,159,144
9/25/2023,Khamis Mushait,45194Khamis Mushait,16220.7081,762.8243,294.0788,0.5115,96.7641,94.8509,96.8953,0.2954,99.9703,0.052,0.0374,0.051,0.0028,0.0094,0.0308,3.4786,3.4917,3.5057,1.8945,3.8278,72.315,186,2059,90,1538,1374003397,420045477,26795,99.9846,166031750,0,167,19
9/25/2023,Bishah,45194Bishah,2948.1501,139.1739,55.7504,0.5172,98.0861,98.6667,97.9888,0.2474,99.9772,0.0472,0.0342,0.0378,0.0027,0.0183,0.0264,3.4503,3.4615,3.4676,3.2076,3.4868,72.3902,20,458,30,314,257926528,64817803,31960,99.9471,57769640,0,18,2
9/25/2023,Southern Region_FDD,45194Southern Region_FDD,104163.0248,4896.0481,1877.2442,0.5102,97.8381,95.7506,98.2029,0.3641,99.9691,0.0653,0.0479,0.0604,0.0201,0.0226,0.0312,3.4681,3.4801,3.4852,2.2937,3.7563,71.3456,2107,21901,1546,15108,8371698133,2365549274,853430,99.8796,703654250,0,1491,616
9/25/2023,Southern Region_TDD,45194Southern Region_TDD,274.8713,18.6637,6.5903,0.4784,96.5633,96.9208,96.5076,1.7348,99.9618,0.5517,0.1678,0.269,0.0322,0.0596,0.1569,3.4307,3.4443,3.384,3.7704,5.3242,62.4969,174,672,198,459,20843266,5128638,1490855,99.7496,545048895,0,153,21
9/25/2023,Western Region_FDD,45194Western Region_FDD,14596.8847,677.5864,258.8077,0.5687,97.499,97.7218,97.4778,0.4957,99.9664,0.104,0.0813,0.0858,0.0785,0.0688,0.0269,3.6045,3.6219,3.5989,2.7132,3.8764,63.0135,721,5151,697,2050,734163125,509273568,708215,99.3685,109366235,0,664,57
9/25/2023,Western Region_TDD,45194Western Region_TDD,20.1505,0.912,0.3582,0.4529,96.2838,98.6301,95.5157,1.2097,100,0.2531,0.2882,0.0993,0.0147,0.1351,0.215,3.4173,3.4324,3.418,4.6427,3.8811,67.6737,11,15,2,8,974586,185756,0,100,2073600,0,10,1
9/25/2023,Abha,45194Abha,9536.7739,447.2747,176.3996,0.5214,97.3788,96.8944,97.4001,0.2703,99.967,0.0429,0.0361,0.0411,0.0152,0.0129,0.031,3.4807,3.4946,3.5134,2.0077,3.6541,73.6696,100,1366,59,1022,792712433,247015178,53620,99.9672,154614890,0,95,5
9/25/2023,Southern Region All,45194Southern Region All,119054.9313,5593.2101,2143.0004,0.5174,97.7113,96.0852,97.9648,0.3856,99.9684,0.0711,0.0524,0.064,0.0269,0.0297,0.031,3.485,3.4977,3.4989,2.3492,3.7763,70.4997,3013,27739,2443,17625,9127679110,2880137236,3052500,99.7849,1360142980,0,2318,695
9/25/2023,Southern Region,45194Southern Region,104437.8961,4914.7117,1883.8345,0.5102,97.7752,95.8031,98.1178,0.373,99.9686,0.0664,0.0482,0.0609,0.021,0.0253,0.0316,3.468,3.48,3.485,2.2965,3.7609,71.3123,2281,22573,1744,15567,8392541399,2370677912,2344285,99.8203,1248703145,0,1644,637
9/25/2023,Muhayel,45194Muhayel,2020.0218,93.0248,36.8938,0.5015,98.5086,97.2603,98.5845,0.2951,99.9737,0.0658,0.0366,0.062,0.0024,0.0228,0.0242,3.4374,3.4466,3.442,2.017,3.8171,70.0861,19,387,38,208,169879549,36472328,12010,99.9693,37517915,0,17,2
9/25/2023,Sabya,45194Sabya,5038.0941,238.0655,93.0631,0.5171,97.5702,97.7011,97.5616,0.264,99.974,0.0895,0.0541,0.0603,0.0199,0.0191,0.0296,3.4925,3.506,3.4944,2.1002,3.9822,72.1411,103,722,53,547,380788330,124701000,0,100,41472000,0,97,6
9/25/2023,Abu Arish,45194Abu Arish,3388.3112,159.7707,62.0152,0.503,98.9635,99.322,98.9085,0.2102,99.9473,0.0715,0.0442,0.0634,0.0202,0.0125,0.0264,3.4536,3.4642,3.4597,2.5215,3.8403,74.8966,23,393,28,288,282867066,68125343,1350,99.997,42248250,0,21,2
9/25/2023,Najran,45194Najran,11439.5186,534.2992,207.9392,0.4994,98.9033,98.7685,98.9144,0.2417,99.9789,0.0504,0.0347,0.0443,0.0273,0.01,0.0256,3.4566,3.4672,3.4737,2.139,3.8498,72.006,59,1516,80,1096,986891500,250287289,17715,99.9867,128260770,0,54,5
9/25/2023,Jizan,45194Jizan,10754.619,511.4241,186.8475,0.5052,98.5658,98.8785,98.538,0.312,99.9643,0.0753,0.0498,0.052,0.0094,0.0123,0.0428,3.4846,3.4981,3.5077,2.3006,3.3206,73.4709,94,1873,65,1388,846250881,267149062,115080,99.8763,87060950,0,88,6
9/25/2023,Southern Remote,45194Southern Remote,42727.9445,2011.0976,764.0739,0.511,97.7176,95.5039,98.2003,0.5049,99.9674,0.0775,0.0593,0.0769,0.0313,0.0382,0.032,3.4614,3.4727,3.4721,2.5133,3.82,68.8531,1622,13664,1255,9073,3269450748,885098825,1751660,99.6446,483180765,0,1050,572
9/25/2023,Western Region,45194Western Region,14617.0352,678.4983,259.1659,0.5685,97.4866,97.7476,97.4613,0.497,99.9665,0.1042,0.0815,0.0858,0.0784,0.0689,0.0271,3.6043,3.6217,3.5986,2.7152,3.8764,63.0181,732,5166,699,2058,735137711,509459324,708215,99.3832,111439835,0,674,58
9/25/2023,Remote Jizan,45194Remote Jizan,18655.8676,885.1387,332.5,0.5124,97.5508,94.167,98.1946,0.3551,99.9661,0.0863,0.0656,0.0835,0.026,0.0151,0.0265,3.4682,3.4802,3.4721,2.6415,3.7862,68.1739,859,5097,602,2869,1332946359,377810072,1189870,99.271,157856060,0,532,327
9/25/2023,Remote Najran,45194Remote Najran,5927.4488,277.1287,106.7892,0.5049,97.6982,96.7552,98.2071,1.304,99.9708,0.0714,0.0552,0.067,0.0406,0.0662,0.0425,3.4426,3.4524,3.4521,2.6693,3.8262,68.4663,257,3932,173,3504,470347111,112135389,208555,99.7347,78165975,0,130,127
9/25/2023,Remote Aseer,45194Remote Aseer,18144.6281,848.8302,324.7847,0.5115,97.962,96.3148,98.2059,0.3974,99.9679,0.0708,0.0546,0.0734,0.0331,0.0506,0.0341,3.4607,3.472,3.4786,2.3323,3.8522,69.6928,506,4635,480,2700,1466157278,395153364,353235,99.8593,247158730,0,388,118
9/25/2023,Southern City,45194Southern City,61346.1968,2885.8572,1112.9875,0.5096,98.0049,97.9111,98.0124,0.2746,99.9697,0.0585,0.0403,0.0495,0.0122,0.0125,0.0312,3.4728,3.4853,3.494,2.1456,3.7139,72.729,604,8774,443,6401,5091319684,1478613480,258530,99.9656,714976165,0,557,47
9/25/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45194Cluster=Aseer CL1,Rule Name=Opt Clusters",13202.8352,620.1099,241.6466,0.5183,97.7601,97.1223,97.7961,0.3094,99.9636,0.0485,0.0393,0.0473,0.0189,0.0299,0.0331,3.4771,3.4903,3.5081,2.0596,3.6847,72.7716,175,2326,115,1595,1102868306,335396539,133560,99.9411,217211820,0,163,12
9/25/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45194Cluster=Aseer CL2,Rule Name=Opt Clusters",23778.7466,1117.599,426.7127,0.5089,96.9821,94.7214,97.1681,0.3091,99.9698,0.0561,0.0388,0.0588,0.0234,0.0318,0.0326,3.474,3.487,3.4985,2.0361,3.9564,71.5072,406,3635,249,2523,1985163678,590751254,129315,99.9474,236334510,0,352,54
