Date,NB-IoT Cell Group,Integrity,L.NB.Traffic.User.Avg,L.NB.Traffic.User.Max,RRC Setup Success Rate (NB-IoT),Downlink UE throughput (NB-IoT),Uplink UE throughput (NB-IoT),Service Drop Rate (NB-IoT),Downlink Packet Loss Rate (NB-IoT),Uplink Residual Block Error Rate (NB-IoT),Downlink SRB Packet Loss Rate (NB-IoT),NB-IoT RACH Success Rate(%),NB-IoT RACH Success Rate(%) Cov-Lvl 0,NB-IoT RACH Success Rate(%) Cov-Lvl 1
9/29/2023,Southern Region,45198Southern Region,21707.4426,227286,97.6955,0.6311,0.6029,0.0393,0.0001,4.6132,0.0001,21.3513,42.0256,4.6386
9/29/2023,Western Region,45198Western Region,2478.0331,36528,97.4833,0.9167,0.7905,0.0277,0.0003,1.5848,0.0003,50.645,65.5798,11.327
9/29/2023,Abha,45198Abha,1202.052,13311,98.5079,0.6505,0.5508,0.019,0.0001,8.6199,0.0001,7.2151,23.6389,1.5343
9/29/2023,Khamis Mushait,45198Khamis Mushait,1209.9098,16159,99.087,1.2812,0.9436,0.0177,0,7.942,0,6.4204,22.2769,1.08
9/29/2023,Jizan,45198Jizan,957.2828,10736,99.1581,1.0606,0.9845,0.0122,0.0001,6.0141,0.0001,10.2203,19.5647,1.9692
9/29/2023,Najran,45198Najran,1269.9232,17759,98.9264,0.7459,0.7683,0.0296,0.0001,2.5729,0.0001,38.5851,58.178,8.0598
9/29/2023,Bishah,45198Bishah,978.2632,10001,97.9267,0.3978,0.4193,0.0359,0.0001,5.2784,0.0001,20.7939,47.7063,4.7389
9/29/2023,Muhayel,45198Muhayel,710.3227,7041,97.8619,0.5314,0.6096,0.0294,0.0001,2.2412,0.0001,43.0472,62.1476,12.7528
9/29/2023,Abu Arish,45198Abu Arish,516.1167,5791,99.3496,1.267,0.9789,0.006,0.0001,6.5695,0.0001,9.8505,18.3482,2.3637
9/29/2023,Sabya,45198Sabya,435.4122,4968,99.5111,1.5406,1.2083,0.0071,0,5.3595,0,12.4322,21.228,2.4707
9/29/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45198Cluster=Aseer CL2,Rule Name=Opt Clusters",2484.5135,29376,98.6516,0.8319,0.7244,0.0211,0.0001,6.7667,0.0001,10.6592,31.4276,2.0087
9/29/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45198Cluster=Jizan CL2,Rule Name=Opt Clusters",4117.4808,35841,97.1709,0.5673,0.5539,0.0491,0.0001,4.1889,0.0001,24.744,37.9078,7.2716
9/29/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45198Cluster=Aseer CL1,Rule Name=Opt Clusters",2241.9121,23874,98.0434,0.5915,0.5313,0.027,0.0001,7.6883,0.0001,10.1403,29.1662,2.1632
9/29/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45198Cluster=Aseer CL3,Rule Name=Opt Clusters",3633.5211,36323,97.0783,0.6091,0.6078,0.049,0.0001,2.6889,0.0001,40.2693,55.945,12.6631
9/29/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45198Cluster=Aseer CL4,Rule Name=Opt Clusters",2832.5021,33314,98.1339,0.6794,0.6252,0.0258,0.0001,3.2026,0.0001,31.3584,59.3045,6.381
9/29/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45198Cluster=Jizan CL1,Rule Name=Opt Clusters",3236.8814,32037,98.0345,0.7163,0.666,0.0276,0.0001,4.2754,0.0001,21.0415,34.2665,5.7587
9/29/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45198Cluster=Najran CL1,Rule Name=Opt Clusters",2140.6792,27628,97.7986,0.6421,0.6545,0.0646,0.0001,2.0891,0.0001,45.8263,64.5265,10.6166
9/29/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45198Cluster=Najran CL2,Rule Name=Opt Clusters",633.7524,5438,95.3794,0.3421,0.3815,0.0805,0.0001,1.9511,0.0001,56.8107,68.9364,23.7494
9/29/2023,Aseer Province,45198Aseer Province,11195.4175,122874,97.8998,0.663,0.6179,0.0323,0.0001,5.232,0.0001,17.9888,42.3562,3.537
9/29/2023,Jazan Province,45198Jazan Province,7345.8033,67780,97.5579,0.6242,0.597,0.0396,0.0001,4.2404,0.0001,22.9328,36.1587,6.5098
9/29/2023,Najran Province,45198Najran Province,2780.0218,33177,97.2758,0.5417,0.5623,0.0678,0.0001,2.057,0.0001,48.4287,65.6811,13.1553
9/30/2023,Southern Region,45199Southern Region,21793.322,230118,97.6129,0.6101,0.5749,0.0401,0.0001,4.7521,0.0001,21.1495,42.0689,4.6355
9/30/2023,Western Region,45199Western Region,2458.9695,36197,97.5271,0.8773,0.7408,0.0279,0.0003,1.6813,0.0003,49.4814,64.6771,10.9319
9/30/2023,Abha,45199Abha,1214.8223,13898,98.4151,0.6442,0.5391,0.023,0.0001,8.8005,0.0001,7.2073,23.3039,1.5725
9/30/2023,Khamis Mushait,45199Khamis Mushait,1215.6755,15771,99.0557,1.1569,0.8718,0.0193,0,8.2763,0,6.2797,21.1722,1.098
9/30/2023,Jizan,45199Jizan,994.4449,10872,99.1383,1.0013,0.9632,0.0116,0.0001,5.944,0.0001,10.8129,21.8064,2.0429
9/30/2023,Najran,45199Najran,1280.1733,17856,98.8526,0.7296,0.7442,0.0327,0.0001,2.6448,0.0001,37.9775,57.2959,8.0137
9/30/2023,Bishah,45199Bishah,984.3265,9982,97.8973,0.4042,0.4216,0.0338,0,5.2221,0,20.977,47.7893,4.8277
9/30/2023,Muhayel,45199Muhayel,698.4656,6961,97.9963,0.5474,0.6049,0.0294,0.0001,2.2021,0.0001,43.9667,62.5933,13.2065
9/30/2023,Abu Arish,45199Abu Arish,522.774,5638,99.3304,1.1615,0.9377,0.0059,0,6.5107,0,10.3486,21.0167,2.344
9/30/2023,Sabya,45199Sabya,432.7312,5044,99.4982,1.5213,1.1915,0.0058,0,5.1438,0,13.6919,25.742,2.4082
9/30/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45199Cluster=Aseer CL2,Rule Name=Opt Clusters",2494.1812,28959,98.5738,0.7861,0.6769,0.0227,0.0001,7.0929,0.0001,10.3881,30.1563,2.0118
9/30/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45199Cluster=Jizan CL2,Rule Name=Opt Clusters",4095.0485,36027,97.1154,0.5544,0.5319,0.0484,0.0001,4.218,0.0001,24.9753,39.8391,6.9919
9/30/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45199Cluster=Aseer CL1,Rule Name=Opt Clusters",2263.4649,24871,97.9199,0.5745,0.5112,0.0309,0.0001,7.8886,0.0001,10.0281,28.2918,2.214
9/30/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45199Cluster=Aseer CL3,Rule Name=Opt Clusters",3546.4633,36658,97.0993,0.581,0.564,0.046,0,2.8303,0,38.9315,54.1325,12.4159
9/30/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45199Cluster=Aseer CL4,Rule Name=Opt Clusters",2875.7136,35010,98.0572,0.6693,0.6122,0.0276,0.0001,3.1975,0.0001,31.4456,58.7467,6.5533
9/30/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45199Cluster=Jizan CL1,Rule Name=Opt Clusters",3345.5035,32499,97.775,0.6707,0.6246,0.0288,0.0001,4.3399,0.0001,21.4123,35.8631,5.8806
9/30/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45199Cluster=Najran CL1,Rule Name=Opt Clusters",2158.4536,27115,97.7342,0.6314,0.6385,0.0672,0.0001,2.1364,0.0001,45.3657,63.9319,10.5791
9/30/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45199Cluster=Najran CL2,Rule Name=Opt Clusters",639.8371,5357,95.4111,0.3396,0.3729,0.0864,0.0002,2.0016,0.0002,56.2972,68.7751,23.1462
9/30/2023,Aseer Province,45199Aseer Province,11185.5453,125516,97.8477,0.6395,0.5864,0.0329,0.0001,5.4349,0.0001,17.5988,41.0536,3.5507
9/30/2023,Jazan Province,45199Jazan Province,7429.0117,68385,97.4106,0.6005,0.5688,0.0396,0.0001,4.2865,0.0001,23.2059,37.8946,6.4228
9/30/2023,Najran Province,45199Najran Province,2804.1086,32595,97.2278,0.5344,0.5493,0.0712,0.0001,2.1051,0.0001,47.967,65.1974,13.052
10/1/2023,Southern Region,45200Southern Region,30119.6859,241386,97.2876,0.5626,0.5705,0.047,0.0001,4.1157,0.0001,26.5356,49.1456,6.1541
10/1/2023,Western Region,45200Western Region,3357.8307,39866,97.4541,0.8874,0.7728,0.0297,0.0003,1.4238,0.0003,53.4112,67.7758,12.7913
10/1/2023,Abha,45200Abha,1765.4185,14496,98.0082,0.5366,0.5207,0.0244,0.0001,7.9875,0.0001,10.5135,31.5258,2.408
10/1/2023,Khamis Mushait,45200Khamis Mushait,1774.8905,17227,98.8648,1.0208,0.874,0.0209,0.0001,7.2618,0.0001,9.0095,28.6336,1.5763
10/1/2023,Jizan,45200Jizan,1423.4292,11521,98.5928,0.7044,0.772,0.0226,0.0001,5.2417,0.0001,15.1148,28.5927,3.1896
10/1/2023,Najran,45200Najran,1773.0295,18659,98.7821,0.7829,0.8281,0.0365,0,2.3386,0,41.7316,61.3167,9.08
10/1/2023,Bishah,45200Bishah,1359.4995,10554,97.5375,0.3747,0.4154,0.0419,0.0001,4.7414,0.0001,25.8819,53.61,6.3277
10/1/2023,Muhayel,45200Muhayel,1023.8765,7443,97.4255,0.4046,0.4992,0.0425,0.0001,2.055,0.0001,50.8466,67.4519,17.4599
10/1/2023,Abu Arish,45200Abu Arish,760.0818,6229,99.064,0.9148,0.8385,0.0056,0,5.58,0,15.5554,31.4036,3.5747
10/1/2023,Sabya,45200Sabya,643.0148,5546,99.3013,1.2857,1.0675,0.0083,0.0001,4.3966,0.0001,18.0132,31.8038,3.5494
10/1/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45200Cluster=Aseer CL2,Rule Name=Opt Clusters",3593.9005,31588,98.2774,0.7122,0.6844,0.028,0.0001,6.0763,0.0001,14.377,38.357,2.8697
10/1/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45200Cluster=Jizan CL2,Rule Name=Opt Clusters",5492.7259,37768,96.722,0.5217,0.5292,0.0554,0.0001,3.6842,0.0001,30.596,46.9846,8.8557
10/1/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45200Cluster=Aseer CL1,Rule Name=Opt Clusters",3232.2569,25775,97.6012,0.5063,0.5092,0.0343,0.0001,6.9682,0.0001,14.137,36.9443,3.2408
10/1/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45200Cluster=Aseer CL3,Rule Name=Opt Clusters",4886.4443,38165,96.7754,0.5281,0.5479,0.0559,0.0001,2.4867,0.0001,44.9761,59.8851,15.0854
10/1/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45200Cluster=Aseer CL4,Rule Name=Opt Clusters",4085.7711,36344,97.8944,0.6475,0.6348,0.0302,0.0001,2.7666,0.0001,37.475,64.2918,8.2415
10/1/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45200Cluster=Jizan CL1,Rule Name=Opt Clusters",4560.6345,34045,97.2349,0.5554,0.5654,0.0388,0.0001,3.878,0.0001,26.9326,42.4943,8.1488
10/1/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45200Cluster=Najran CL1,Rule Name=Opt Clusters",2924.216,28558,97.6246,0.6502,0.682,0.0749,0.0001,1.9568,0.0001,48.7177,66.9883,11.8111
10/1/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45200Cluster=Najran CL2,Rule Name=Opt Clusters",837.7658,5500,95.094,0.3348,0.378,0.0908,0.0001,2.0696,0.0001,56.3478,69.3122,22.907
10/1/2023,Aseer Province,45200Aseer Province,15801.9558,131910,97.5731,0.5874,0.5874,0.0385,0.0001,4.6616,0.0001,22.8263,48.8038,4.8011
10/1/2023,Jazan Province,45200Jazan Province,10040.3279,71661,96.9498,0.5352,0.5437,0.048,0.0001,3.7843,0.0001,28.7724,44.7884,8.4876
10/1/2023,Najran Province,45200Najran Province,3771.4312,34172,97.0632,0.5445,0.5801,0.0782,0.0001,1.9772,0.0001,50.6383,67.6237,14.2541
10/2/2023,Southern Region,45201Southern Region,24438.6456,232617,97.4375,0.5834,0.5571,0.0446,0.0001,4.5498,0.0001,23.0808,44.5869,5.3083
10/2/2023,Western Region,45201Western Region,2741.8434,38696,97.2875,0.8609,0.734,0.0329,0.0002,1.6471,0.0002,50.3965,65.2215,11.6322
10/2/2023,Abha,45201Abha,1395.7203,13612,98.2546,0.569,0.4964,0.0214,0.0001,8.6117,0.0001,8.4317,26.6017,1.9173
10/2/2023,Khamis Mushait,45201Khamis Mushait,1369.3862,16241,98.9663,1.1257,0.8689,0.0211,0,7.7245,0,7.1899,24.2549,1.2474
10/2/2023,Jizan,45201Jizan,1126.549,10922,99.0007,0.9229,0.9042,0.0192,0.0001,5.8146,0.0001,12.0373,23.5041,2.4399
10/2/2023,Najran,45201Najran,1422.1776,17694,98.8722,0.7237,0.7374,0.0333,0.0001,2.5913,0.0001,39.5676,60.3529,8.3278
10/2/2023,Bishah,45201Bishah,1125.9617,10164,97.8189,0.39,0.4111,0.0415,0,5.142,0,23.0257,49.3232,5.6284
10/2/2023,Muhayel,45201Muhayel,784.9584,6832,97.7465,0.509,0.5755,0.0349,0.0001,2.1193,0.0001,46.4692,63.8664,14.8487
10/2/2023,Abu Arish,45201Abu Arish,580.7116,5905,99.2497,1.1827,0.9217,0.0055,0,6.2208,0,12.2264,25.8654,2.8107
10/2/2023,Sabya,45201Sabya,489.7483,4971,99.4465,1.5186,1.1551,0.0058,0,5.1295,0,13.7816,25.0573,2.7134
10/2/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45201Cluster=Aseer CL2,Rule Name=Opt Clusters",2824.6108,30100,98.4451,0.7628,0.6742,0.0256,0,6.5508,0,11.84,33.6131,2.3316
10/2/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45201Cluster=Jizan CL2,Rule Name=Opt Clusters",4607.4949,36749,96.9058,0.5296,0.5123,0.0525,0.0001,4.0744,0.0001,27.2462,42.8696,7.8663
10/2/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45201Cluster=Aseer CL1,Rule Name=Opt Clusters",2573.6524,24106,97.7558,0.5263,0.4793,0.0307,0.0001,7.6666,0.0001,11.5169,31.8507,2.6221
10/2/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45201Cluster=Aseer CL3,Rule Name=Opt Clusters",3857.4556,36738,96.7263,0.5671,0.5484,0.0516,0.0001,2.7921,0.0001,40.2824,54.9233,13.7501
10/2/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45201Cluster=Aseer CL4,Rule Name=Opt Clusters",3237.4938,35607,97.9413,0.6543,0.6014,0.0313,0.0001,3.1668,0.0001,32.9674,58.3269,7.4052
10/2/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45201Cluster=Jizan CL1,Rule Name=Opt Clusters",3747.99,32798,97.7505,0.6373,0.6125,0.0352,0.0001,4.167,0.0001,23.4875,38.2075,6.8051
10/2/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45201Cluster=Najran CL1,Rule Name=Opt Clusters",2424.9622,27703,97.586,0.5997,0.6098,0.0755,0.0001,2.1483,0.0001,46.6054,65.9928,11.0278
10/2/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45201Cluster=Najran CL2,Rule Name=Opt Clusters",769.409,5484,95.1635,0.3135,0.3538,0.0927,0.0002,2.1764,0.0002,56.1246,69.025,23.4385
10/2/2023,Aseer Province,45201Aseer Province,12495.4347,126504,97.6449,0.6171,0.5709,0.0361,0.0001,5.1926,0.0001,19.2586,43.4787,4.0701
10/2/2023,Jazan Province,45201Jazan Province,8346.8247,69491,97.2847,0.5727,0.5525,0.0448,0.0001,4.1299,0.0001,25.3637,40.568,7.3231
10/2/2023,Najran Province,45201Najran Province,3200.8092,33290,97.0436,0.5003,0.5206,0.0791,0.0001,2.1523,0.0001,49.0468,66.8467,13.715
10/3/2023,Southern Region,45202Southern Region,22131.869,226896,97.5929,0.6128,0.5821,0.0411,0.0001,4.5931,0.0001,22.1649,44.1254,4.8722
10/3/2023,Western Region,45202Western Region,2505.3464,35848,97.5019,0.9092,0.7831,0.0283,0.0002,1.6267,0.0002,49.4035,63.834,10.8953
10/3/2023,Abha,45202Abha,1245.3278,13060,98.3538,0.6271,0.5294,0.0184,0.0001,8.7039,0.0001,7.5441,24.1848,1.6667
10/3/2023,Khamis Mushait,45202Khamis Mushait,1229.8163,16023,99.0585,1.2275,0.9119,0.0185,0,7.8869,0,6.5231,21.925,1.144
10/3/2023,Jizan,45202Jizan,1001.3794,10363,99.1132,1.016,0.9515,0.0153,0.0001,5.8514,0.0001,12.0058,25.5101,2.2052
10/3/2023,Najran,45202Najran,1279.6404,17273,98.8798,0.7507,0.7574,0.0279,0.0001,2.5556,0.0001,39.8322,60.3248,8.3529
10/3/2023,Bishah,45202Bishah,997.0471,9939,97.9011,0.4055,0.4287,0.043,0,5.2343,0,20.552,45.9966,4.8266
10/3/2023,Muhayel,45202Muhayel,692.7,6913,97.9261,0.5315,0.5854,0.0317,0.0001,2.2054,0.0001,44.9796,62.7424,13.7642
10/3/2023,Abu Arish,45202Abu Arish,527.5318,5685,99.3573,1.2914,0.9914,0.0058,0.0001,6.2779,0.0001,12.0416,26.8034,2.6096
10/3/2023,Sabya,45202Sabya,444.8819,4988,99.3556,1.3792,1.0947,0.0084,0.0001,4.9476,0.0001,15.3971,29.0961,2.9227
10/3/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45202Cluster=Aseer CL2,Rule Name=Opt Clusters",2546.3587,29205,98.5648,0.8047,0.6958,0.022,0,6.753,0,10.8218,30.961,2.1408
10/3/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45202Cluster=Jizan CL2,Rule Name=Opt Clusters",4211.7317,35712,97.0471,0.5451,0.5344,0.0503,0.0001,3.9564,0.0001,27.8437,44.739,7.6656
10/3/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45202Cluster=Aseer CL1,Rule Name=Opt Clusters",2324.9135,23573,97.8921,0.5711,0.5119,0.0278,0.0001,7.7403,0.0001,10.5068,29.5144,2.3161
10/3/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45202Cluster=Aseer CL3,Rule Name=Opt Clusters",3541.4736,36003,96.9559,0.5719,0.5534,0.0464,0.0001,2.8284,0.0001,39.2462,53.6566,13.1975
10/3/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45202Cluster=Aseer CL4,Rule Name=Opt Clusters",2949.2138,34795,98.0461,0.6924,0.6496,0.0291,0.0001,3.1462,0.0001,31.5788,57.6601,6.7478
10/3/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45202Cluster=Jizan CL1,Rule Name=Opt Clusters",3332.1232,32127,97.9816,0.6849,0.6401,0.0309,0.0001,4.0878,0.0001,23.7487,40.331,6.3053
10/3/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45202Cluster=Najran CL1,Rule Name=Opt Clusters",2187.4697,26611,97.6299,0.6392,0.6419,0.0732,0.0001,2.0952,0.0001,46.8575,66.0236,10.8896
10/3/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45202Cluster=Najran CL2,Rule Name=Opt Clusters",662.8423,5386,95.3883,0.3455,0.3807,0.0819,0.0002,2.0151,0.0002,56.3206,68.7314,23.3264
10/3/2023,Aseer Province,45202Aseer Province,11365.0915,123583,97.7921,0.6445,0.5954,0.0326,0.0001,5.2954,0.0001,18.0049,41.4079,3.7108
10/3/2023,Jazan Province,45202Jazan Province,7535.1275,67734,97.4669,0.5988,0.5754,0.0417,0.0001,4.027,0.0001,25.8369,42.6178,6.9807
10/3/2023,Najran Province,45202Najran Province,2855.9076,32095,97.1353,0.5404,0.5533,0.0749,0.0001,2.0758,0.0001,49.1987,66.765,13.4416
10/4/2023,Southern Region,45203Southern Region,21958.2346,226784,97.6384,0.6186,0.5823,0.0393,0.0001,4.695,0.0001,21.6226,43.2186,4.757
10/4/2023,Western Region,45203Western Region,2488.8204,35256,97.4491,0.8794,0.7522,0.0286,0.0002,1.7485,0.0002,48.0016,62.0156,10.8979
10/4/2023,Abha,45203Abha,1248.9404,13227,98.3543,0.6141,0.5209,0.0229,0.0001,8.903,0.0001,7.5446,24.2327,1.7113
10/4/2023,Khamis Mushait,45203Khamis Mushait,1229.166,16272,99.0789,1.2342,0.9291,0.0178,0,7.9744,0,6.4752,22.1175,1.1108
10/4/2023,Jizan,45203Jizan,1000.6286,10553,99.1516,0.9995,0.9381,0.0143,0.0001,5.9804,0.0001,11.2425,23.0874,2.0264
10/4/2023,Najran,45203Najran,1273.8572,17647,99.0127,0.7705,0.7771,0.0284,0.0001,2.4853,0.0001,40.447,60.5139,8.4927
10/4/2023,Bishah,45203Bishah,982.8805,9961,97.9627,0.4077,0.4243,0.0401,0.0001,5.3505,0.0001,19.916,44.9592,4.6668
10/4/2023,Muhayel,45203Muhayel,690.7363,6728,98.0206,0.5773,0.6403,0.0249,0.0001,2.0935,0.0001,45.9238,63.1821,14.2334
10/4/2023,Abu Arish,45203Abu Arish,531.9652,5795,99.3329,1.2881,0.9786,0.0051,0,6.4658,0,11.0554,23.3433,2.5101
10/4/2023,Sabya,45203Sabya,445.3065,5136,99.5457,1.6525,1.2444,0.0044,0,5.1647,0,14.2771,26.8851,2.5208
10/4/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45203Cluster=Aseer CL2,Rule Name=Opt Clusters",2522.31,29479,98.5586,0.8062,0.6944,0.0223,0,6.8737,0,10.6366,30.8227,2.0821
10/4/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45203Cluster=Jizan CL2,Rule Name=Opt Clusters",4151.1675,36576,97.1221,0.5592,0.5374,0.0476,0.0001,4.1292,0.0001,26.2954,42.2112,7.2398
10/4/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45203Cluster=Aseer CL1,Rule Name=Opt Clusters",2299.0195,23719,97.9423,0.5697,0.507,0.0291,0.0001,7.9426,0.0001,10.3965,29.6556,2.2959
10/4/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45203Cluster=Aseer CL3,Rule Name=Opt Clusters",3578.1582,34896,96.8465,0.5696,0.5502,0.0454,0.0001,2.8646,0.0001,39.2679,54.2504,13.257
10/4/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45203Cluster=Aseer CL4,Rule Name=Opt Clusters",2921.5278,33924,98.1361,0.6976,0.644,0.0279,0.0001,3.2014,0.0001,30.78,57.2515,6.4172
10/4/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45203Cluster=Jizan CL1,Rule Name=Opt Clusters",3314.7964,32068,98.0458,0.7007,0.6503,0.0303,0.0001,4.2106,0.0001,22.3295,37.537,6.0035
10/4/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45203Cluster=Najran CL1,Rule Name=Opt Clusters",2153.8486,27133,97.844,0.6524,0.6493,0.0641,0.0001,2.0428,0.0001,47.4081,66.4355,11.0654
10/4/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45203Cluster=Najran CL2,Rule Name=Opt Clusters",640.7814,5409,95.4078,0.3291,0.3644,0.0831,0.0001,2.0339,0.0001,56.148,68.784,23.1226
10/4/2023,Aseer Province,45203Aseer Province,11324.0368,122023,97.7886,0.6446,0.5914,0.0323,0.0001,5.3911,0.0001,17.8206,41.5111,3.6702
10/4/2023,Jazan Province,45203Jazan Province,7457.2017,68531,97.5384,0.6139,0.5813,0.0398,0.0001,4.1792,0.0001,24.3343,39.949,6.6128
10/4/2023,Najran Province,45203Najran Province,2800.3709,32650,97.314,0.5409,0.5512,0.068,0.0001,2.0388,0.0001,49.5596,67.072,13.58
10/5/2023,Southern Region,45204Southern Region,21756.2636,227847,97.5934,0.6144,0.5763,0.0401,0.0001,4.706,0.0001,21.5736,42.8632,4.7635
10/5/2023,Western Region,45204Western Region,2445.8331,36205,97.4395,0.8991,0.7563,0.0302,0.0002,1.6833,0.0002,48.1456,63.0949,10.7021
10/5/2023,Abha,45204Abha,1222.4034,13213,98.3349,0.6312,0.5286,0.0233,0.0001,8.9053,0.0001,7.4139,23.7886,1.6592
10/5/2023,Khamis Mushait,45204Khamis Mushait,1205.6664,16490,99.0794,1.2797,0.9333,0.0178,0,8.0456,0,6.3717,21.9249,1.0835
10/5/2023,Jizan,45204Jizan,993.9762,10748,99.2028,1.0496,0.9831,0.0125,0.0001,5.967,0.0001,10.9839,21.8382,2.0044
10/5/2023,Najran,45204Najran,1267.2757,17835,98.9635,0.7689,0.7714,0.0266,0,2.4779,0,40.9115,61.8466,8.487
10/5/2023,Bishah,45204Bishah,982.0062,10026,97.883,0.3975,0.4137,0.0394,0,5.2773,0,20.3965,45.6263,4.8264
10/5/2023,Muhayel,45204Muhayel,712.471,7127,97.5525,0.5043,0.5355,0.0326,0.0001,2.5862,0.0001,39.6594,57.1719,12.1749
10/5/2023,Abu Arish,45204Abu Arish,532.103,5993,99.3142,1.2533,0.9521,0.0076,0,6.4807,0,10.6686,21.1163,2.4411
10/5/2023,Sabya,45204Sabya,455.981,4965,99.3765,1.4211,1.1218,0.0074,0.0001,5.0936,0.0001,14.9649,27.6889,2.9359
10/5/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45204Cluster=Aseer CL2,Rule Name=Opt Clusters",2484.9854,30000,98.5622,0.818,0.694,0.0212,0,6.9206,0,10.5086,30.6068,2.0385
10/5/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45204Cluster=Jizan CL2,Rule Name=Opt Clusters",4167.0014,36162,97.137,0.564,0.5479,0.0462,0.0001,4.0536,0.0001,26.5209,41.9979,7.3297
10/5/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45204Cluster=Aseer CL1,Rule Name=Opt Clusters",2256.3563,24340,97.9068,0.5811,0.5172,0.0314,0.0001,7.9275,0.0001,10.2943,29.3925,2.2391
10/5/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45204Cluster=Aseer CL3,Rule Name=Opt Clusters",3533.7428,35324,96.6975,0.5438,0.5188,0.0512,0.0001,3.0179,0.0001,37.8385,52.495,12.9589
10/5/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45204Cluster=Aseer CL4,Rule Name=Opt Clusters",2870.4711,33953,98.1025,0.6762,0.6206,0.0275,0.0001,3.1843,0.0001,31.1875,57.8694,6.5854
10/5/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45204Cluster=Jizan CL1,Rule Name=Opt Clusters",3303.0619,32031,98.006,0.692,0.6429,0.0307,0.0001,4.1958,0.0001,22.351,36.9852,6.0744
10/5/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45204Cluster=Najran CL1,Rule Name=Opt Clusters",2143.5573,27008,97.7797,0.66,0.6565,0.0648,0.0001,2.0306,0.0001,47.8658,67.3147,11.0561
10/5/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45204Cluster=Najran CL2,Rule Name=Opt Clusters",638.9614,5475,95.3832,0.3314,0.3663,0.0776,0.0002,2.0267,0.0002,56.2128,68.7731,23.1861
10/5/2023,Aseer Province,45204Aseer Province,11148.9944,123660,97.7197,0.6326,0.5754,0.0342,0.0001,5.4466,0.0001,17.6717,41.0939,3.664
10/5/2023,Jazan Province,45204Jazan Province,7461.0595,68048,97.5307,0.6134,0.5847,0.0392,0.0001,4.1305,0.0001,24.4686,39.586,6.6922
